id;id_produto;n_serie;nm_fornecedor
357445;999959;8347772;INDICA CAMPO GRANDE 29/12 GET 1641275
357446;999959;10810826;INDICA CAMPO GRANDE 29/12 GET 1641275
357447;999959;6225647-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357448;999959;7285538;INDICA CAMPO GRANDE 29/12 GET 1641275
357449;999959;10672269;INDICA CAMPO GRANDE 29/12 GET 1641275
357450;999959;9177075;INDICA CAMPO GRANDE 29/12 GET 1641275
357451;999959;89885554;INDICA CAMPO GRANDE 29/12 GET 1641275
357452;999959;10351967;INDICA CAMPO GRANDE 29/12 GET 1641275
357453;999959;10861512;INDICA CAMPO GRANDE 29/12 GET 1641275
357454;999959;10352544;INDICA CAMPO GRANDE 29/12 GET 1641275
357455;999959;9934284;INDICA CAMPO GRANDE 29/12 GET 1641275
357456;999959;6714272;INDICA CAMPO GRANDE 29/12 GET 1641275
357457;999959;10693641;INDICA CAMPO GRANDE 29/12 GET 1641275
357458;999959;10608999;INDICA CAMPO GRANDE 29/12 GET 1641275
357459;999959;10832121;INDICA CAMPO GRANDE 29/12 GET 1641275
357460;999959;10459172;INDICA CAMPO GRANDE 29/12 GET 1641275
357461;999959;6210672-4;INDICA CAMPO GRANDE 29/12 GET 1641275
357462;999959;10804148;INDICA CAMPO GRANDE 29/12 GET 1641275
357463;999959;7167387;INDICA CAMPO GRANDE 29/12 GET 1641275
357464;999959;10850801;INDICA CAMPO GRANDE 29/12 GET 1641275
357465;999959;6662828-3;INDICA CAMPO GRANDE 29/12 GET 1641275
357466;999959;100711907716917;INDICA CAMPO GRANDE 29/12 GET 1641275
357467;999959;10071190;INDICA CAMPO GRANDE 29/12 GET 1641275
357468;999959;7716917;INDICA CAMPO GRANDE 29/12 GET 1641275
357469;999959;9675571;INDICA CAMPO GRANDE 29/12 GET 1641275
357470;999959;10762190;INDICA CAMPO GRANDE 29/12 GET 1641275
357471;999959;10977055;INDICA CAMPO GRANDE 29/12 GET 1641275
357472;999959;7704808;INDICA CAMPO GRANDE 29/12 GET 1641275
357473;999959;6214027-2;INDICA CAMPO GRANDE 29/12 GET 1641275
357474;999959;9038075;INDICA CAMPO GRANDE 29/12 GET 1641275
357475;999959;67646689;INDICA CAMPO GRANDE 29/12 GET 1641275
357476;999959;10343477;INDICA CAMPO GRANDE 29/12 GET 1641275
357477;999959;7505792;INDICA CAMPO GRANDE 29/12 GET 1641275
357478;999959;8340731;INDICA CAMPO GRANDE 29/12 GET 1641275
357479;999959;10292406;INDICA CAMPO GRANDE 29/12 GET 1641275
357480;999959;10153057;INDICA CAMPO GRANDE 29/12 GET 1641275
357481;999959;9634949;INDICA CAMPO GRANDE 29/12 GET 1641275
357482;999959;10458780;INDICA CAMPO GRANDE 29/12 GET 1641275
357483;999959;10744156;INDICA CAMPO GRANDE 29/12 GET 1641275
357484;999959;9128790;INDICA CAMPO GRANDE 29/12 GET 1641275
357485;999959;8170761-4;INDICA CAMPO GRANDE 29/12 GET 1641275
357486;999959;6537472;INDICA CAMPO GRANDE 29/12 GET 1641275
357487;999959;10634077;INDICA CAMPO GRANDE 29/12 GET 1641275
357488;999959;10475684;INDICA CAMPO GRANDE 29/12 GET 1641275
357489;999959;64001113;INDICA CAMPO GRANDE 29/12 GET 1641275
357490;999959;10304225;INDICA CAMPO GRANDE 29/12 GET 1641275
357491;999959;10893549;INDICA CAMPO GRANDE 29/12 GET 1641275
357492;999959;10771448;INDICA CAMPO GRANDE 29/12 GET 1641275
357493;999959;7753176;INDICA CAMPO GRANDE 29/12 GET 1641275
357494;999959;6544847;INDICA CAMPO GRANDE 29/12 GET 1641275
357495;999959;11007733;INDICA CAMPO GRANDE 29/12 GET 1641275
357496;999959;10439901;INDICA CAMPO GRANDE 29/12 GET 1641275
357497;999959;8004892;INDICA CAMPO GRANDE 29/12 GET 1641275
357498;999959;8481545;INDICA CAMPO GRANDE 29/12 GET 1641275
357499;999959;10153055;INDICA CAMPO GRANDE 29/12 GET 1641275
357500;999959;6675256-6;INDICA CAMPO GRANDE 29/12 GET 1641275
357501;999959;7762684;INDICA CAMPO GRANDE 29/12 GET 1641275
357502;999959;63973332;INDICA CAMPO GRANDE 29/12 GET 1641275
357503;999959;9467744;INDICA CAMPO GRANDE 29/12 GET 1641275
357504;999959;10610451;INDICA CAMPO GRANDE 29/12 GET 1641275
357505;999959;7244847;INDICA CAMPO GRANDE 29/12 GET 1641275
357506;999959;10104742;INDICA CAMPO GRANDE 29/12 GET 1641275
357507;999959;9435572;INDICA CAMPO GRANDE 29/12 GET 1641275
357508;999959;7747434;INDICA CAMPO GRANDE 29/12 GET 1641275
357509;999959;9004611;INDICA CAMPO GRANDE 29/12 GET 1641275
357510;999959;9174743;INDICA CAMPO GRANDE 29/12 GET 1641275
357511;999959;10112125;INDICA CAMPO GRANDE 29/12 GET 1641275
357512;999959;9517437;INDICA CAMPO GRANDE 29/12 GET 1641275
357513;999959;10238055;INDICA CAMPO GRANDE 29/12 GET 1641275
357514;999959;10459810;INDICA CAMPO GRANDE 29/12 GET 1641275
357515;999959;8522605-0;INDICA CAMPO GRANDE 29/12 GET 1641275
357516;999959;10295714;INDICA CAMPO GRANDE 29/12 GET 1641275
357517;999959;10321883;INDICA CAMPO GRANDE 29/12 GET 1641275
357518;999959;9800199;INDICA CAMPO GRANDE 29/12 GET 1641275
357519;999959;7747439;INDICA CAMPO GRANDE 29/12 GET 1641275
357520;999959;6629824-6;INDICA CAMPO GRANDE 29/12 GET 1641275
357521;999959;80350615;INDICA CAMPO GRANDE 29/12 GET 1641275
357522;999959;10140098;INDICA CAMPO GRANDE 29/12 GET 1641275
357523;999959;10850805;INDICA CAMPO GRANDE 29/12 GET 1641275
357524;999959;8160682-6;INDICA CAMPO GRANDE 29/12 GET 1641275
357525;999959;10634888;INDICA CAMPO GRANDE 29/12 GET 1641275
357526;999959;8163482-0;INDICA CAMPO GRANDE 29/12 GET 1641275
357527;999959;10127198;INDICA CAMPO GRANDE 29/12 GET 1641275
357528;999959;8425067-4;INDICA CAMPO GRANDE 29/12 GET 1641275
357529;999959;6942292-8;INDICA CAMPO GRANDE 29/12 GET 1641275
357530;999959;9179657;INDICA CAMPO GRANDE 29/12 GET 1641275
357531;999959;6995343;INDICA CAMPO GRANDE 29/12 GET 1641275
357532;999959;10626302;INDICA CAMPO GRANDE 29/12 GET 1641275
357533;999959;8418322;INDICA CAMPO GRANDE 29/12 GET 1641275
357534;999959;8019861;INDICA CAMPO GRANDE 29/12 GET 1641275
357535;999959;10450812;INDICA CAMPO GRANDE 29/12 GET 1641275
357536;999959;9866534;INDICA CAMPO GRANDE 29/12 GET 1641275
357537;999959;9845567;INDICA CAMPO GRANDE 29/12 GET 1641275
357538;999959;10928850;INDICA CAMPO GRANDE 29/12 GET 1641275
357539;999959;1078948;INDICA CAMPO GRANDE 29/12 GET 1641275
357540;999959;9871249;INDICA CAMPO GRANDE 29/12 GET 1641275
357541;999959;10438365;INDICA CAMPO GRANDE 29/12 GET 1641275
357542;999959;9240279;INDICA CAMPO GRANDE 29/12 GET 1641275
357543;999959;9491780;INDICA CAMPO GRANDE 29/12 GET 1641275
357544;999959;10356773;INDICA CAMPO GRANDE 29/12 GET 1641275
357545;999959;9097713;INDICA CAMPO GRANDE 29/12 GET 1641275
357546;999959;6534295;INDICA CAMPO GRANDE 29/12 GET 1641275
357547;999959;10245054;INDICA CAMPO GRANDE 29/12 GET 1641275
357548;999959;9093317;INDICA CAMPO GRANDE 29/12 GET 1641275
357549;999959;10714626;INDICA CAMPO GRANDE 29/12 GET 1641275
357550;999959;9766915;INDICA CAMPO GRANDE 29/12 GET 1641275
357551;999959;10009341;INDICA CAMPO GRANDE 29/12 GET 1641275
357552;999959;9882818;INDICA CAMPO GRANDE 29/12 GET 1641275
357553;999959;10636176;INDICA CAMPO GRANDE 29/12 GET 1641275
357554;999959;11112936;INDICA CAMPO GRANDE 29/12 GET 1641275
357555;999959;9492921;INDICA CAMPO GRANDE 29/12 GET 1641275
357556;999959;10772079;INDICA CAMPO GRANDE 29/12 GET 1641275
357557;999959;9607744;INDICA CAMPO GRANDE 29/12 GET 1641275
357558;999959;9732755;INDICA CAMPO GRANDE 29/12 GET 1641275
357559;999959;9498593;INDICA CAMPO GRANDE 29/12 GET 1641275
357560;999959;8196575-3;INDICA CAMPO GRANDE 29/12 GET 1641275
357561;999959;89940652;INDICA CAMPO GRANDE 29/12 GET 1641275
357562;999958;2217685;INDICA CAMPO GRANDE 29/12 GET 1641275
357563;999958;5892098-6;INDICA CAMPO GRANDE 29/12 GET 1641275
357564;999958;5441517;INDICA CAMPO GRANDE 29/12 GET 1641275
357565;999958;5823897-2;INDICA CAMPO GRANDE 29/12 GET 1641275
357566;999958;1769029;INDICA CAMPO GRANDE 29/12 GET 1641275
357567;999958;2259506;INDICA CAMPO GRANDE 29/12 GET 1641275
357568;999958;1345648;INDICA CAMPO GRANDE 29/12 GET 1641275
357569;999958;5986641-1;INDICA CAMPO GRANDE 29/12 GET 1641275
357570;999958;5988204-2;INDICA CAMPO GRANDE 29/12 GET 1641275
357571;999958;49814982;INDICA CAMPO GRANDE 29/12 GET 1641275
357572;999958;2736731;INDICA CAMPO GRANDE 29/12 GET 1641275
357573;999958;5628658-9;INDICA CAMPO GRANDE 29/12 GET 1641275
357574;999958;6156853;INDICA CAMPO GRANDE 29/12 GET 1641275
357575;999958;3489004;INDICA CAMPO GRANDE 29/12 GET 1641275
357576;999958;5143806-2;INDICA CAMPO GRANDE 29/12 GET 1641275
357577;999958;5787510-3;INDICA CAMPO GRANDE 29/12 GET 1641275
357578;999958;48991619;INDICA CAMPO GRANDE 29/12 GET 1641275
357579;999958;27619583;INDICA CAMPO GRANDE 29/12 GET 1641275
357580;999958;5601078-8;INDICA CAMPO GRANDE 29/12 GET 1641275
357581;999958;2960893-7;INDICA CAMPO GRANDE 29/12 GET 1641275
357582;999958;1964026-9;INDICA CAMPO GRANDE 29/12 GET 1641275
357583;999958;1937166-7;INDICA CAMPO GRANDE 29/12 GET 1641275
357584;999958;1963638-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357585;999958;2400711;INDICA CAMPO GRANDE 29/12 GET 1641275
357586;999958;2459324;INDICA CAMPO GRANDE 29/12 GET 1641275
357587;999958;2387699;INDICA CAMPO GRANDE 29/12 GET 1641275
357588;999958;2098601;INDICA CAMPO GRANDE 29/12 GET 1641275
357589;999958;2070401;INDICA CAMPO GRANDE 29/12 GET 1641275
357590;999958;2857634;INDICA CAMPO GRANDE 29/12 GET 1641275
357591;999958;2155571;INDICA CAMPO GRANDE 29/12 GET 1641275
357592;999958;2589390;INDICA CAMPO GRANDE 29/12 GET 1641275
357593;999958;2857284;INDICA CAMPO GRANDE 29/12 GET 1641275
357594;999958;2555263;INDICA CAMPO GRANDE 29/12 GET 1641275
357595;999958;18865496;INDICA CAMPO GRANDE 29/12 GET 1641275
357596;999958;1943018-3;INDICA CAMPO GRANDE 29/12 GET 1641275
357597;999958;4782282;INDICA CAMPO GRANDE 29/12 GET 1641275
357598;999958;2851670;INDICA CAMPO GRANDE 29/12 GET 1641275
357599;999958;2287865;INDICA CAMPO GRANDE 29/12 GET 1641275
357600;999958;2535093;INDICA CAMPO GRANDE 29/12 GET 1641275
357601;999958;2666289;INDICA CAMPO GRANDE 29/12 GET 1641275
357602;999958;2540102;INDICA CAMPO GRANDE 29/12 GET 1641275
357603;999958;44569432;INDICA CAMPO GRANDE 29/12 GET 1641275
357604;999958;5150115-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357605;999958;2657356;INDICA CAMPO GRANDE 29/12 GET 1641275
357606;999958;5790863-0;INDICA CAMPO GRANDE 29/12 GET 1641275
357607;999958;44563981;INDICA CAMPO GRANDE 29/12 GET 1641275
357608;999958;5884743-0;INDICA CAMPO GRANDE 29/12 GET 1641275
357609;999958;5417012;INDICA CAMPO GRANDE 29/12 GET 1641275
357610;999958;2590023;INDICA CAMPO GRANDE 29/12 GET 1641275
357611;999958;5891473-1;INDICA CAMPO GRANDE 29/12 GET 1641275
357612;999958;5409966;INDICA CAMPO GRANDE 29/12 GET 1641275
357613;999958;5649065-8;INDICA CAMPO GRANDE 29/12 GET 1641275
357614;999958;40440;INDICA CAMPO GRANDE 29/12 GET 1641275
357615;999958;5207147;INDICA CAMPO GRANDE 29/12 GET 1641275
357616;999958;5019459-3;INDICA CAMPO GRANDE 29/12 GET 1641275
357617;999958;5025425-1;INDICA CAMPO GRANDE 29/12 GET 1641275
357618;999958;5051349-4;INDICA CAMPO GRANDE 29/12 GET 1641275
357619;999958;5714958-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357620;999958;6149574;INDICA CAMPO GRANDE 29/12 GET 1641275
357621;999958;5028070-8;INDICA CAMPO GRANDE 29/12 GET 1641275
357622;999958;5651804-8;INDICA CAMPO GRANDE 29/12 GET 1641275
357623;999958;5958165-4;INDICA CAMPO GRANDE 29/12 GET 1641275
357624;999958;5605190-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357625;999958;52964680;INDICA CAMPO GRANDE 29/12 GET 1641275
357626;999958;2091497;INDICA CAMPO GRANDE 29/12 GET 1641275
357627;999958;2958174-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357628;999958;2240350;INDICA CAMPO GRANDE 29/12 GET 1641275
357629;999958;44684835;INDICA CAMPO GRANDE 29/12 GET 1641275
357630;999958;2720221;INDICA CAMPO GRANDE 29/12 GET 1641275
357631;999958;53017871;INDICA CAMPO GRANDE 29/12 GET 1641275
357632;999958;2252453;INDICA CAMPO GRANDE 29/12 GET 1641275
357633;999958;44529651;INDICA CAMPO GRANDE 29/12 GET 1641275
357634;999958;5483106;INDICA CAMPO GRANDE 29/12 GET 1641275
357635;999958;2688017;INDICA CAMPO GRANDE 29/12 GET 1641275
357636;999958;2937196;INDICA CAMPO GRANDE 29/12 GET 1641275
357637;999958;49412604;INDICA CAMPO GRANDE 29/12 GET 1641275
357638;999958;2300038;INDICA CAMPO GRANDE 29/12 GET 1641275
357639;999958;2130402;INDICA CAMPO GRANDE 29/12 GET 1641275
357640;999958;5706200-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357641;999958;5698662-9;INDICA CAMPO GRANDE 29/12 GET 1641275
357642;999958;2953441-1;INDICA CAMPO GRANDE 29/12 GET 1641275
357643;999958;2237990;INDICA CAMPO GRANDE 29/12 GET 1641275
357644;999958;5204979-5;INDICA CAMPO GRANDE 29/12 GET 1641275
357645;999958;5636684-1;INDICA CAMPO GRANDE 29/12 GET 1641275
357646;999958;5887193-4;INDICA CAMPO GRANDE 29/12 GET 1641275
357647;999958;2233098;INDICA CAMPO GRANDE 29/12 GET 1641275
357648;999958;2829622;cd service 03/01
357649;999958;2830192;cd service 03/01
357650;999958;5599312-5;cd service 03/01
357651;999958;44009291;cd service 03/01
357652;999958;2219882;cd service 03/01
357653;999958;2913841;cd service 03/01
357654;999958;6144647;cd service 03/01
357655;999958;6144669;cd service 03/01
357656;999958;48245755;cd service 03/01
