POSIÇÃO 	 CÓDIGO 	KVA	LP	SERIAL	FABRICANTE	ANO DE FABRICAÇÃO 	ENRROLAMENTO	INSPEÇÃO 
DT	397971	30	30742	184782	UNIÃO 	fev/77	COBRE	TRIF
DT	397972	45	30788	184688	ALTM	jan/77	COBRE	TRIF
DT	397974	112,5	30910	227417	UNIÃO 	jan/77		
DT	313968	75	30952	227329	UNIÃO	mai/05	COBRE	
DT	397973	75	30994	227292	ALTM	mar/97	COBRE	TRIF
DT	397973	75	31379	58584	ITEL	out/78	COBRE	
DT	397973	75	31471	58574	TOSHIBA	fev/93	COBRE	TRIF
DT	397974	112,5	31553	58711	TOSHIBA	fev/71	COBRE	TRIF
DT	397143	45	31906	192575	UNIÃO 	fev/78	COBRE	
DT	397972	45	31933	192602	UNIÃO 	jan/78	COBRE	TRIF
DT	397974	112,5	32061	A117821	INDUSELET	fev/78	COBRE	TRIF
DT	397974	112,5	32267	A129789	INDUSELETE	fev/78		
DT	397942	30	32509	521992	UNIÃO	fev/79	COBRE	TRIF
DT	397972	45	32557	522040	UNIÃO 	jan/79	COBRE	TRIF
DT	397972	45	32612	522095	UNIÃO 	fev/79	COBRE	TRIF
DT	397973	75	32707	A1577818	INDUSELETE	jun/05		
DT	397143	45	32973	790542179	TRAFO	fev/79	COBRE	
DT	397972	45	33211	529022	UNIÃO 	fev/79	COBRE	TRIF
DT	397972	45	33403	36903	GORDON	jun/05	COBRE	
DT	397973	75	33522	240881	UNIÃO 	fev/79	COBRE	TRIF
DT	397974	112,5	33615	244523	UNIÃO 	jan/79	COBRE	TRIF
DT	397971	30	33806	790944142	TRAFO	set/79	COBRE	TRIF
DT	397971	30	33819	790944155	TRAFO	set/79	COBRE	TRIF
DT	397969	100	34448	790943972	ELETROTRAFO	jan/71	COBRE	MONOFÁSICO
DT	397971	30	34455	791145083	TRAFO	fev/93	COBRE	TRIF
DT	397971	30	34473	791145101	TRAFO	nov/79	COBRE	TRIF
DT	397971	30	34676	800145761	TRAFO	dez/98	COBRE	TRIF
DT	397974	112,5	34677	45762	TRAFO	jan/80	COBRE	
DT	397972	45	34802	7912452805	TRAFO	dez/79	COBRE	PCB
DT	397972	45	34988	45925	TRAFO	fev/80	COBRE	TRIF
DT	397973	75	35127	45437	TRAFO	fev/80	COBRE	TRIF
DT	397973	75	35160	ILEGIVEL	COEMSA	jan/70	COBRE	
DT	397974	112,5	35354	45982	TRAFO	jan/80	COBRE	
DT	397971	30	35498	38692	GORDON	jan/79	COBRE	TRIF
DT	397969	100	35875	39066	GORDON	fev/80	COBRE	MONOFÁSICO
DT	396024	500	36258	58072	ASEA	ago/80	COBRE	
DT	397973	75	36437	49567	TRAFO	fev/80	COBRE	TRIF
DT	397973	75	36463	49593	TRAFO	set/80	COBRE	
DT	397973	75	36530	49930	TELDRA	jun/05	COBRE	
DT	397968	75	36573	49501	TRAFO	fev/80	COBRE	MONOFÁSICO
DT	397968	75	36574	49500	TRAFO	fev/80	COBRE	MONOFÁSICO
DT	397968	75	36575	49499	TRAFO	fev/80	COBRE	MONOFÁSICO
DT	397968	75	36581	49507	TRAFO	set/80	COBRE	
DT	397968	75	36584	49510	TRAFO	ago/80	COBRE	
DT	396029	1000	36696	403783	UNIÃO 	fev/98	COBRE	SUBTERRÃNEO
DT	397974	112,5	36810	50167	TRAFO	fev/80	COBRE	TRIF
DT	397974	112,5	36882	51086	JUNDAI	mar/98	COBRE	
DT	395038	3000	37403	C1588104	WESTINGHOUSE	fev/81	COBRE	TRIF 3,0MVA
DT	397973	75	37540	55771	CEMEC	fev/80	COBRE	
DT	397974	112,5	37952	A12808126	GENERAL	fev/82	COBRE	
DT	397001	150	37989	A1-263/81	WESTINGHOUSE	jan/81	COBRE	TRIF
DT	397974	112,5	38512	37450	ILEGÍVEL 	fev/94	COBRE	TRIF
DT	397973	75	38702	66461	CEMEC	fev/82	COBRE	TRIF
DT	397974	112,5	38775	A1299/82.40	ALTM	fev/88	COBRE	
DT	397971	30	38853	42722	TRAFO	ago/22	COBRE	SUCATA
DT	397143	45	38952	42821	TRAFO	mar/82	COBRE	
DT	397973	75	39042	42871	TRAFO	ago/82	COBRE	
DT	396998	1000	39442	ILEGIVEL	ITEL	fev/94	COBRE	SUBTERRÃNEO
DT	397973	75	39823	26785	ALTM	jun/05	COBRE	TRIF
DT	397972	45	40397	3648	WTW	fev/83	COBRE	PCB
DT	397971	30	40507	ILEGIVEL	NATIVA	fev/83	COBRE	TRIF
DT	397971	30	40520	95043	NATIVA	fev/93	COBRE	TRIF
DT	397142	30	40555	95078	NATIVA	fev/83	COBRE	
DT	397142	30	40744	95267	NATIVA	mar/83	COBRE	
DT	397971	30	40921	95444	NATIVA	mar/83	COBRE	
DT	397142	30	40947	95470	NATIVA	jan/83	COBRE	PCB
DT	397972	45	40984	95507	NATIVA	mar/83	COBRE	
DT	397968	75	41043	96015	NATIVA	fev/98	COBRE	MONOFÁSICO
DT	397973	75	41209	95650	NATIVA	abr/83	COBRE	
DT	397969	100	41258	96077	NATIVA	fev/83	COBRE	
DT	397974	112,5	41381	95751	NATIVA	mar/83	COBRE	TRIF
DT	397974	112,5	41562	95932	NATIVA	abr/83	COBRE	
DT	397972	45	41738	8331154	WW	jan/83	COBRE	TRIF
DT	397971	30	42001	100086	NATIVA	jan/09	COBRE	
DT	397142	30	42041	100126	NATIVA	fev/84		
DT	397973	75	42085	100170	NATIVA	fev/84	COBRE	TRIF
DT	397973	75	42106	100191	NATIVA	fev/84	COBRE	TRIF
DT	397973	75	42197	99098	TOSHIBA	fev/88		
DT	397973	75	42222	99123	TOSHIBA	abr/84	COBRE	PCB
DT	397978	5	42543	8414955	UNIÃO	mar/84	COBRE	PCB
DT	397982	15	42699	8415111	UNIÃO	mar/84	COBRE	MONOFÁSICO
DT	397971	30	42955	98748	NETBRAS	fev/98	COBRE	TRIF
DT	397972	45	43153	98956	TRAFO	fev/84	COBRE	TRIF
DT	397972	45	43158	98951	TOSHIBA	ago/84	COBRE	
DT	397972	45	43220	99023	TOSHIBA	fev/84	COBRE	TRIF
DT	397973	75	43282	99176	TOSHIBA	mai/84	COBRE	TRIF
DT	397973	75	43415	99309	TOSHIBA	jun/84	COBRE	TRIF
DT	397142	30	43483	2993	SESPER	jan/78		
DT	397973	75	43703	107692	NATIVA	dez/84	COBRE	TRIF
DT	397142	30	43960	110837-N	NATIVA	fev/85	COBRE	
DT	397971	30	43997	110874	NATIVA	fev/85	COBRE	TRIF
DT	397973	75	44039	110916	NATIVA	abr/85	COBRE	
DT	397973	75	44194	111232-N	NATIVA	mai/85	COBRE	TRIF
DT	397972	45	44409	06870-N	TRAFO	mai/85	COBRE	
DT	397972	45	44423	6884	TRAFO	mai/85	COBRE	
DT	397972	45	44722	507216	TRAFO	jun/05		
DT	397982	15	44844	42210	MARANCONI	jul/85		
DT	397974	112,5	45066	78859	CEMEC	jun/85	COBRE	
DT	397974	112,5	45279	741222574	TRAFO	jun/98	COBRE	
DT	397980	10	45761	8536854	TUSA	nov/85	COBRE	PCB
DT	397980	10	45774	8536867	TUSA	nov/85	COBRE	MONOFÁSICO
DT	397980	10	45827	8536920	TUSA	nov/85	COBRE	
DT	397973	75	46054	10044	RPR	fev/85		
DT	397142	30	46230	83070	CEMEC	fev/81		
DT	397971	30	46338	83020	CEMEC	fev/95	COBRE	TRIF
DT	397974	112,5	46435	8532739	UNIÃO 	ago/85	COBRE	TRIF
DT	397147	50	46462	37499	GENERAL 	fev/95	COBRE	
DT	397982	15	46496	8632691	UNIÃO	fev/94		
DT	397982	15	46573	8632768	UNIÃO	fev/86	COBRE	RURAL
DT	397980	10	46859	15817	TRAFO	set/86	COBRE	
DT	397980	10	46902	15860	TRAFO	set/86	COBRE	
DT	397980	10	46947	A92311	ITEL	ago/86	COBRE	MONOFÁSICO
DT	397980	10	47005	A92369	ITEL	ago/86	COBRE	
DT	397973	75	47140	B1614	ITEL	out/86	COBRE	
DT	397973	75	47151	B16115	ITEL	out/96	COBRE	
DT	313144	75	47222	88223	CEMEC	dez/86	COBRE	
DT	397971	30	47411	8717141	UNIÃO	abr/87	COBRE	PCB
DT	397971	30	47571	B37153	ITEL	jan/86	COBRE	TRIF
DT	397973	75	47690	93774	CEMEC	jun/05	COBRE	
DT	397974	112,5	47715	93799	CEMEC	abr/87	COBRE	TRIF
DT	397979	5	47864	21946	TRAFO	mai/87	COBRE	RURAL
DT	397978	5	47924	51833	MEGA	jan/91	COBRE	MONOFÁSICO
DT	397974	112,5	48380	95746	CEMEC	jun/05		
DT	397971	30	48405	24529	TRAFO	ago/87	COBRE	TRIF
DT	395038	3000	48581	64467	TRAFO	fev/86	COBRE	TRIF 3,0MVA
DT	397974	112,5	48805	KA0371A043	TRAFO	dez/90		
DT	397974	112,5	48808	KA0371A046A	TRAFO	dez/90	COBRE	TRIF
DT	397974	112,5	48831	KA0371B069A	TRAFO	dez/90	COBRE	
DT	397974	112,5	48882	KA0371C120	TRAFO	dez/90	COBRE	TRIF
DT	397980	10	49140	75248	TPL	set/87	COBRE	MONOFÁSICO
DT	397973	75	50066	76142	TPL	ago/88		
DT	397973	75	50127	75758	TPL	jun/98		
DT	397973	75	50131	75762	TPL	ago/98		
DT	397973	75	50134	75765	TPL	ago/98		
DT	397974	112,5	50262	96482	CEMEC	ago/87	COBRE	
DT	397974	112,5	50298	96518	CEMEC	ago/87		
DT	397974	112,5	50314	96534	CEMEC	jan/81	COBRE	TRIF
DT	397980	10	50904	155877	TRAFO	fev/87	COBRE	MONOFÁSICO
DT	397980	10	50926	155899	TRAFO	fev/87	COBRE	PCB
DT	397980	10	50948	155911	TRAFO	dez/87	COBRE	MONOFÁSICO
DT	397980	10	50980	155953	TRAFO	dez/87	COBRE	PCB
DT	397980	10	50994	155967	TRAFO	fev/97	COBRE	
DT	397980	10	51149	156122	TRAFO 	fev/88	COBRE	MONOFÁSICO
DT	397982	15	51354	156327	ILEGÍVEL 	jan/87	COBRE	MONOFÁSICO
DT	397982	15	51400	156373	ILEGÍVEL 	dez/09	COBRE	MONOFÁSICO
DT	397982	15	51441	156414	TRAFO	jan/88	COBRE	MONOFÁSICO
DT	397971	30	51870	162203	NATIVA	fev/88	COBRE	TRIF
DT	397972	45	52047	162380	NATIVA	mar/89	COBRE	
DT	397147	50	52214	2471	GENERAL	fev/88		PCB
DT	397974	112,5	52263	8824453	ITEL	fev/78		
DT	396030	150	53033	101251	CEMEC	fev/81	COBRE	SUBTERRÃNEO
DT	397978	5	53237	215574	TOSHIBA	nov/88	COBRE	PCB
DT	397978	5	53400	215737	TOSHIBA	out/88		
DT	397980	10	53490	215827	TOSHIBA	out/88	COBRE	
DT	397978	5	53491	215828	TOSHIBA	out/98	COBRE	MONOFÁSICO
DT	397982	15	53550	215887	TOSHIBA	fev/88	COBRE	MONOFÁSICO
DT	397980	10	53556	215893	TOSHIBA	nov/88	COBRE	
DT	397973	75	53837	62202	WEG	dez/88	COBRE	TRIF
DT	397973	75	53869	62158	WEG	dez/88	COBRE	TRIF
DT	397974	112,5	54006	D52564	ITEL	jan/89	COBRE	PCB
DT	395038	3000	54032	5181	ITEL	fev/96	COBRE	TRIF 3,0MVA
DT	397974	112,5	54230	525288	ITEL	mar/89	COBRE	TRIF
DT	397971	30	54848	221984	JUNDIAÍ 	fev/89		
DT	397142	30	54849	221985	TOSHIBA	jan/90	COBRE	
DT	397978	5	55077	222213	TOSHIBA	dez/89		
DT	397978	5	55171	222307	TOSHIBA	jan/90	COBRE	MONOFÁSICO
DT	397978	5	55178	222314	TOSHIBA	jan/90	COBRE	MONOFÁSICO
DT	397978	5	55233	222369	TOSHIBA	jan/90	COBRE	MONOFÁSICO
DT	397973	75	55394	8925375	UNIÃO 	nov/69		
DT	397968	75	55400	8925381	ROMAGNOLE	nov/89	COBRE	MONOFÁSICO
DT	397968	75	55410	8925391	UNIÃO 	nov/89	COBRE	MONOFÁSICO
DT	397973	75	55557	8925539	UNIÃO 	out/89	COBRE	TRIF
DT	397973	75	55633	8925615	TUSA	dez/89	COBRE	TRIF
DT	397974	112,5	55812	8925794	UNIÃO 	nov/89	COBRE	
DT	397974	112,5	55865	8925847	UNIÃO	dez/89	COBRE	TRIF
DT	397974	112,5	55924	8925906	TUSA	dez/89		
DT	397974	112,5	55996	8925978	UNIÃO	fev/95		PCB
DT	397971	30	56297	NP0101068	PROLEC	dez/90	COBRE	
DT	397972	45	56699	20111	PROLEC	jun/09	COBRE	TRIF
DT	397972	45	56813	NP0201228	PROLEC	dez/90	COBRE	TRIF
DT	397972	45	56858	201223	PROLEC	fev/90		
DT	397972	45	56884	201299	PROLEC	dez/90	COBRE	TRIF
DT	397972	45	56913	201328	NETBRAS	dez/90	COBRE	TRIF
DT	397972	45	57071	201486	ELETROTRAFO	fev/88	COBRE	
DT	397972	45	57091	NP0201506	PROLEC	dez/90		
DT	397972	45	57205	201620	PROLEC	fev/90	COBRE	TRIF
DT	397972	45	57652	2011067	ALTM	jan/90	COBRE	TRIF
DT	397973	75	57993	301183	PROLEC	dez/89	COBRE	TRIF
DT	397973	75	58043	NP0301233	PROLEC	dez/90		
DT	397973	75	58048	NP0301238	PROLEC	jun/89		
DT	397973	75	58118	NPO301308	PROLEC	fev/90	COBRE	TRIF
DT	397973	75	58231	ILEGIVEL	PROLEC	dez/90	COBRE	TRIF
DT	397973	75	58259	NP301449	PROLEC	fev/90	COBRE	TRIF
DT	397973	75	58320	NP0301510	PROLEC	jun/89		
DT	397973	75	58404	NP0301594	PROLEC	dez/90		
DT	397973	75	58752	301942	PROLEC	dez/90	COBRE	TRIF
DT	397973	75	58778	ILEGIVEL	PROLEC	dez/90	COBRE	TRIF
DT	397974	112,5	59314	NPO402179	PROLEC	fev/98	COBRE	TRIF
DT	397974	112,5	59364	NP0402229	PROLEC	dez/90		
DT	397974	112,5	59472	403337	PROLEC	dez/90	COBRE	
DT	397973	75	59608	NP03011198	PROLEC	fev/90	COBRE	TRIF
DT	397974	112,5	59667	403532	PROLEC	fev/71	COBRE	TRIF
DT	397974	112,5	59681	403546	PROLEC	dez/90	COBRE	TRIF
DT	397974	112,5	59706	NP0403571	PROLEC	dez/90	COBRE	TRIF
DT	397974	112,5	59876	NP0403741	PROLEC	dez/92	COBRE	
DT	397974	112,5	60092	NP0403957	PROLEC	dez/92		
DT	313968	75	60345	NP05001210	PROLEC	dez/90	COBRE	
DT	397968	75	60423	NP0501288	PROLC	dez/92	COBRE	
DT	397976	75AP	60543	KA1419A088H	TRAFO	dez/95	COBRE	
DT	397969	100	60647	NP0601042	PROLEC	dez/90	COBRE	MONOFÁSICO
DT	397969	100	60752	NP0601147	PROLEC	dez/90		
DT	313969	100	60767	NP0601162	PROLEC	dez/90	COBRE	
DT	397969	100	60799	601194	PROLEC	fev/90	COBRE	MONOFÁSICO
DT	397980	10	61167	NPO801042	PROLEC	fev/82	COBRE	MONOFÁSICO
DT	397980	10	61213	801088	PROLEC	fev/92	COBRE	PCB
DT	397978	5	61520	231655	TOSHIBA	mai/90		
DT	397146	25	61539	15436	GENERAL	fev/88		
DT	397146	25	61547	3739	ILEGIVEL	fev/88		
DT	397973	75	61646	9023713	UNIÃO 	jul/90	COBRE	TRIF
DT	397974	112,5	61688	9023755	UNIÃO 	ago/90	COBRE	TRIF
DT	397972	45	61702	116404	AEG	jan/71		
DT	397973	75	61766	9110556	TUSA	nov/90	COBRE	TRIF
DT	397973	75	61852	9110642	UNIÃO	nov/90		
DT	397973	75	61898	9110688	UNIÃO	fev/97	COBRE	
DT	397972	45	61968	9110758	TUSA	dez/90	COBRE	TRIF
DT	397973	75	62020	9110810	UNIÃO	dez/90	COBRE	
DT	397973	75	62047	9110837	TUSA	dez/90	COBRE	TRIF
DT	397973	75	62105	9110895	TUSA	dez/90	COBRE	TRIF
DT	397973	75	62136	9110926	NETBRAS	dez/90		
DT	397973	75	62148	9110938	TUSA	dez/90	COBRE	
DT	397968	75	62169	111388	CEMEC	fev/90	COBRE	MONOFÁSICO
DT	397968	75	62208	111427	CEMEC	fev/81	COBRE	
DT	397968	75	62247	111466	CEMEC	nov/90	COBRE	MONOFÁSICO
DT	397973	75	62354	111573	CEMEC	dez/90	COBRE	
DT	397982	15	62515	1001150	PROLEC	abr/97		
DT	397982	15	62540	NP1101025	PROLEC	fev/90		
DT	395038	3000	62750	140279	ELECTRO PURE	jan/91	COBRE	TRIF 3,0MVA
DT	395038	3000	62752	140280	ELETROTRAFO	fev/95	COBRE	
DT	397978	5	62823	9220651	UNIÃO 	mar/92	COBRE	
DT	397976	75	63176	83776	WEG	fev/93		
DT	397974	112,5	63434	62077	MEGA	jan/93		
DT	397977	112,5AP	63478	62121	ILEGÍVEL 	fev/96	COBRE	TRIF/AP
DT	397972	45	64162	75884	MEGA	fev/94	COBRE	TRIF
DT	395038	3000	64237	126984	MEGA	fev/97	COBRE	TRIF 3,0MVA
DT	397974	112,5	64273	KA1077A031	TRAFO	mai/94	COBRE	
DT	397974	112,5	64300	KA1077A058C	TRAFO	mar/87	COBRE	TRIF
DT	397973	75	64358	129139	CEMEC	jan/94	COBRE	TRIF
DT	396198	300	64435	126751	ROMAGNOLE	fev/81	COBRE	SUBTERRÃNEO
DT	397968	75	64533	103731	WEG	fev/94	COBRE	MONOFÁSICO
DT	397968	75	64543	103741	WEG	fev/94	COBRE	MONOFÁSICO
DT	397968	75	64591	103789	WEG	fev/94	COBRE	MONOFÁSICO
DT	397974	112,5	64600	K1077158	TRAFO	mar/87	COBRE	
DT	397972	45	64730	105591	WEG	fev/94	COBRE	TRIF
DT	397972	45	64753	105614	WEG	set/90	COBRE	
DT	397974	112,5	65004	KA1199A122H	TRAFO	fev/94	COBRE	
DT	397974	112,5	65088	KA1200A076H	TRAFO	nov/94		
DT	397974	112,5	65104	KA1200A092	TRAFO	out/86		
DT	397974	112,5	65113	KA1200A101H	TRAFO	nov/94	COBRE	TRIF
DT	397973	75	65224	KA1209A094	ELETRORAFO	out/94		
DT	397973	75	65284	KA1210A054A	TRAFO	dez/94	COBRE	
DT	397973	75	65304	KA1210A074A	TRAFO	dez/94	COBRE	TRIF
DT	397973	75	65626	8425608	UNIÃO 	fev/97	COBRE	
DT	397972	45	65725	KA1384A004H	TRAFO	fev/95		
DT	397976	75	65757	KA1385A005H	TRAFO	nov/95		
DT	397976	75AP	65796	KA1365A044H	TRAFO	nov/95	COBRE	
DT	397976	75AP	65824	KA1385072H	TRAFO	nov/95	COBRE	
DT	397976	75AP	65852	KA1385A100H	TRAFO	out/95	COBRE	TRIF/AP
DT	397976	75AP	65865	KA1385A113	TRAFO	dez/95	COBRE	
DT	397976	75AP	65976	KA1385A224H	TRAFO	dez/95	COBRE	
DT	397976	75AP	66037	KA1385A285	TRAFO	dez/95	COBRE	TRIF/AP
DT	397976	75AP	66130	KA1387A046H	TRAFO	dez/95	COBRE	TRIF/AP
DT	397977	112,5AP	66226	83133	MEGA	nov/95	COBRE	TRIF/AP
DT	397977	112,5AP	66245	83152	MEGA	nov/95	COBRE	
DT	313968	75	66571	KA1416A022H	TRAFO	out/96	COBRE	PCB
DT	397977	112,5AP	66782	86670	MEGA	nov/95	COBRE	
DT	397978	5	66868	60178	ITB	fev/95	COBRE	MONOFÁSICO
DT	397974	112,5	66922	9614349	ELETROTRAFO	fev/96	COBRE	TRIF
DT	397977	112,5	66930	9614357	SIEMENS	abr/96	COBRE	
DT	397977	112,5AP	66969	9914396	SIEMENS	ago/98	COBRE	TRIF/AP
DT	397977	112,5AP	67067	9614494	SIEMENS	abr/96	COBRE	TRIF/AP
DT	397977	112,5	67114	9614541	SIEMENS	abr/96		
DT	397977	112,5AP	67159	9614586	SIEMENS	mai/96	COBRE	TRIF/AP
DT	397977	112,5AP	67277	9614704	SIEMENS	fev/96	COBRE	TRIF/AP
DT	397977	112,5AP	67505	9614932	SIEMENS	abr/96	COBRE	
DT	397977	112,5AP	67693	9620101	SIEMENS	mai/96	COBRE	TRIF/AP
DT	397977	112,5AP	67746	9620154	SIEMENS	jun/96	COBRE	
DT	397976	75AP	68110	1472329	TRAFO	mai/96	COBRE	TRIF/AP
DT	397976	75AP	68153	KA1472A372	TRAFO	mai/96	COBRE	TRIF/AP
DT	397976	75AP	68228	KA1472A447	TRAFO	fev/96	COBRE	TRIF/AP
DT	396027	500	68237	150555	CEMEC	fev/96		
DT	334975	45AP	68647	117477	WEG	abr/97	COBRE	
DT	397147	50	68682	4685	GENERAL	fev/88	COBRE	
DT	334975	45AP	68902	117732	WEG	fev/97	COBRE	TRIF/AP
DT	397977	112,5AP	69238	100929	MEGA	jan/97	COBRE	TRIF/AP
DT	397977	112,5AP	69260	100951	MEGA	jan/97	COBRE	TRIF/AP
DT	397977	112,5AP	69456	101147	WEG	fev/97	COBRE	TRIF/AP
DT	397977	112,5AP	69551	101242	MEGA	fev/97	COBRE	TRIF/AP
DT	397977	112,5AP	69670	KA1673A099H	TRAFO	mar/97	COBRE	
DT	397976	75	69686	KA1673A115	TRAFO	mar/97		
DT	397976	75AP	69716	KA1673A145	TRAFO	mar/97	COBRE	TRIF/AP
DT	397976	75	69967	KA1673A396	TRAFO	mar/97		
DT	397976	75AP	70006	KA1673A435H	TRAFO	mar/97	COBRE	TRIF/AP
DT	397978	5	70112	79383	ITB	fev/98	COBRE	
DT	397978	5	70130	79401	ITB	fev/97	COBRE	
DT	397978	5	70131	79402	ITB	fev/98	COBRE	
DT	397978	5	70147	79418	ITB	mar/97		
DT	397970	15	70195	27051	IEBL	fev/97	COBRE	TRIF
DT	396027	500	70222		MEGA			
DT	397976	75	70433	109504	MEGA	ago/97		
DT	397974	112,5	70681	109836	MEGA	ago/97		
DT	397977	112,5AP	70726	109881	MEGA	fev/87	COBRE	TRIF/AP
DT	397977	112,5AP	70727	109882	MEGA	ago/97	COBRE	
DT	397977	112,5AP	70771	109926	TRAFO	jan/99	COBRE	TRIF/AP
DT	397977	112,5AP	70926	110081	MEGA	set/97	COBRE	
DT	397977	112,5	70947	110102	MEGA	set/09		
DT	397977	112,5AP	70948	110103	MEGA	set/97	COBRE	
DT	397977	112,5AP	70975	110130	MEGA	fev/97	COBRE	TRIF/AP
DT	397977	112,5	71114	110269	MEGA	out/97		
DT	397977	112,5AP	71232	110367	MEGA	out/97	COBRE	
DT	397974	112,5	71407	110562	ELETROTRAFO	fev/97		
DT	397977	112,5AP	71627	110782	MEGA	dez/97	COBRE	
DT	397977	112,5	71641	110796	MEGA	dez/97		
DT	397977	112,5AP	71664	110169	MEGA	set/97	COBRE	TRIF/AP
DT	397977	112,5AP	71702	110857	MEGA	dez/97	COBRE	TRIF/AP
DT	397976	75AP	71730	109765	ELETROTRAFO	jan/97	COBRE	
DT	395038	3000	71746	111158	MEGA	fev/97	COBRE	TRIF 3,0MVA
DT	397976	75AP	71824	113907	MEGA	fev/97	COBRE	TRIF/AP
DT	397976	75	71871	113954	MEGA	DEZ97.		
DT	397976	75	71946	114029	MEGA	fev/97		
DT	397976	75AP	71997	114080	MEGA	set/07	COBRE	PCB
DT	397973	75	72053	114136	MEGA	fev/97	COBRE	TRIF
DT	397976	75	72148	114231	MEGA	dez/97		
DT	397976	75AP	72213	114296	MEGA	abr/99	COBRE	
DT	397976	75	72364	114447	MEGA	jan/98		
DT	397976	75	72445	114528	MEGA	jun/05		
DT	397976	75AP	72507	114590	ELETROTRAFO	fev/85	COBRE	
DT	397978	5	72799	91764	ITB	out/97	COBRE	MONOFÁSICO
DT	397978	5	72804	91769	ITB	out/97	COBRE	MONOFÁSICO
DT	397977	112,5	72946	124866	WEG	dez/97		
DT	397977	112,5AP	73014	124934	WEG	jan/98	COBRE	TRIF/AP
DT	397974	112,5	73291	125211	ELETROTRAFO	fev/98	COBRE	
DT	397977	112,5AP	73421	125341	WEG	jan/98	COBRE	TRIF/AP
DT	397977	112,5AP	73435	125355	WEG	jan/98		
DT	397977	112,5AP	73534	125454	WEG	fev/98	COBRE	TRIF/AP
DT	397977	112,5AP	73654	125574	WEG	fev/98	COBRE	TRIF/AP
DT	397977	112,5	74002	127581	WEG	fev/98	COBRE	
DT	397977	112,5AP	74094	127653	WEG	jan/98	COBRE	TRIF/AP
DT	397977	112,5AP	74119	127972	WEG	mar/98	COBRE	TRIF/AP
DT	397977	112,5AP	74258	127817	WEG	mar/98	COBRE	TRIF/AP
DT	397977	112,5AP	74260	127818	WEG	mar/98	COBRE	TRIF/AP
DT	397977	112,5AP	74319	127878	WEG	mar/98	COBRE	TRIF/AP
DT	397977	112,5AP	74380	127939	WEG	mar/99	COBRE	
DT	397977	112,5AP	74443	128002	WEG	mar/98	COBRE	TRIF/AP
DT	397977	112,5AP	74450	128009	WEG	jan/98	COBRE	TRIF/AP
DT	397977	112,5AP	74457	128016	WEG	mar/98	COBRE	TRIF/AP
DT	397977	112,5	74536	128095	WEG	mar/98		
DT	397977	112,5AP	74582	128141	WEG	fev/98	COBRE	TRIF/AP
DT	397974	112,5	74649	128208	RPR	jan/98		
DT	397977	112,5AP	74740	128299	WEG	abr/98	COBRE	
DT	397977	112,5	74745	128304	WEG	abr/98		
DT	397977	112,5	74799	128358	WEG	mai/98		
DT	397977	112,5	74868	128427	WEG	fev/98		
DT	397977	112,5AP	74913	128472	WEG	mai/98	COBRE	
DT	397977	112,5AP	74972	128531	WEG	mai/93	COBRE	TRIF/AP
DT	397977	112,5AP	75003	128562	WEG	mai/98	COBRE	TRIF/AP
DT	397977	112,5AP	75019	128578	WEG	mai/98	COBRE	TRIF/AP
DT	397977	112,5AP	75123	128682	WEG	abr/98	COBRE	
DT	397977	112,5AP	75173	128732	WEG	nov/98	COBRE	TRIF/AP
DT	397976	75	75277	114360	MEGA	jan/98		
DT	397974	112,5	75287	128840	WEG	jun/98	COBRE	TRIF
DT	397976	75AP	75324	119843	MEGA	set/98	COBRE	TRIF/AP
DT	397976	75AP	75341	119860	MEGA	fev/98	COBRE	TRIF/AP
DT	397976	75AP	75354	119876	MEGA	fev/98	COBRE	TRIF/AP
DT	397976	75	75482	120001	MEGA	fev/98	COBRE	
DT	397976	75AP	75629	120148	MEGA	fev/98	COBRE	TRIF/AP
DT	397976	75AP	75653	120172	MEGA	mar/98	COBRE	TRIF/AP
DT	397976	75AP	75697	120216	MEGA	mar/98	COBRE	TRIF/AP
DT	397976	75AP	75742	120354	MEGA	mar/98	COBRE	TRIF/AP
DT	397976	75AP	75744	120356	MEGA	out/97	COBRE	
DT	397976	75	75823	120435	MEGA	mar/98		
DT	397976	75AP	75831	120443	MEGA	mar/98	COBRE	TRIF/AP
DT	397973	75	75964	KX1832A138H	TRAFO	fev/98	COBRE	
DT	397972	45	75965	KX1832A139H	TRAFO	fev/98	COBRE	TRIF
DT	397974	112,5	76178	120716	MEGA	fev/98	COBRE	TRIF
DT	397977	112,5AP	76444	129544	WEG	mai/98	COBRE	TRIF/AP
DT	397977	112,5AP	76518	129618	WEG	jun/98	COBRE	TRIF/AP
DT	397977	112,5AP	76565	129665	WEG	jun/98	COBRE	
DT	397977	112,5AP	76588	129688	WEG	jun/98	COBRE	PCB
DT	397977	112,5AP	76765	129792	WEG	set/98	COBRE	
DT	397977	112,5AP	76791	129818	WEG	fev/98	COBRE	TRIF/AP
DT	397974	112,5	76887	129864	ELETROTRAFO	jan/98	COBRE	TRIF
DT	397977	112,5AP	76898	129998	WEG	jun/98	COBRE	TRIF/AP
DT	397977	112,5AP	76909	130009	WEG	jun/98	COBRE	TRIF/AP
DT	397977	112,5AP	76978	184321	ABB	jun/89	COBRE	TRIF/AP
DT	397977	112,5AP	77035	130162	WEG	jul/98	COBRE	
DT	397977	112,5AP	77120	130220	WEG	jul/98	COBRE	
DT	397977	112,5AP	77175	100275	WEG	jul/98	COBRE	TRIF/AP
