Material	Texto breve material	Quantidade	Doc.material	Item doc.material	Tipo de movimento	Centro	Dep¢sito	Data do documento	Data de lanáamento	Unid.medida b†sica	Montante em MI	Texto cabeáalho documento	Pedido	UM pedido	Diagrama de rede
10001738	SUPORTE INSTAL EQUIP TIPO III DIAM285MM	-2	4926840518	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-602,27	0216	4200439147	PEÄ	
10001761	CRUZETA P/POSTE FOFO NOD P/CAB PRE-REU	-1	4926839371	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-51,53	0070	4200440229	PEÄ	
10001793	LACO PREFORM 168,2MM2 840MM P/AMARRACAO	-10	4926840521	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-68,97	0216	4200439147	PEÄ	
10001794	ESTRIBO DERIV CU ESTANHADO E MP-07-02	-100	4926840627	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.386,18	0216	4200439147	PEÄ	
10001910	SAPATILHA P/PREF AC 1020 54MM 75MM	-172	4926840521	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-386,67	0216	4200439147	PEÄ	
10001910	SAPATILHA P/PREF AC 1020 54MM 75MM	-15	4926839647	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-33,72	0070	4200440814	PEÄ	
10001910	SAPATILHA P/PREF AC 1020 54MM 75MM	-146	4926839647	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-328,22	0070	4200440229	PEÄ	
10001910	SAPATILHA P/PREF AC 1020 54MM 75MM	-9	4926839647	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-20,23	0070	4200440229	PEÄ	
10001910	SAPATILHA P/PREF AC 1020 54MM 75MM	-21	4926840218	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-47,21	0060	4200440137	PEÄ	
10001910	SAPATILHA P/PREF AC 1020 54MM 75MM	-55	4926840144	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-123,64	0060	4200439832	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-15	4926840224	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-31,00	0138	4200441147	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-18	4926840519	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-37,20	0216	4200438511	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-79	4926840519	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-163,28	0216	4200439147	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-33	4926840012	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-68,20	0060	4200439137	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-57	4926839374	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-117,81	0070	4200438923	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-10	4926839374	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-20,67	0070	4200438923	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-43	4926839374	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-88,87	0070	4200438923	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-33	4926840012	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-68,20	0060	4200438509	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-33	4926840012	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-68,20	0060	4200438509	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-99	4926840012	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-204,61	0060	4200439137	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-64	4926839374	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-132,28	0070	4200440229	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-7	4926839374	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-14,47	0070	4200439144	PEÄ	
10001926	ABRACADEIRA FLEX PT 950MM 8,8MM 250MM	-8	4926839374	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-16,53	0070	4200438923	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200435365	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-60	4926840522	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-175,26	0216	4200435726	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200439147	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-40	4926840522	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-116,84	0216	4200439835	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200440475	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200440140	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200435365	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200433893	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200434174	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-40	4926840522	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-116,84	0216	4200434434	PEÄ	
10002081	CONECT CNH RM III-IV-V CU 1,5A21,15MM2	-20	4926840522	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-58,42	0216	4200434434	PEÄ	
10002374	SEPARADOR FASES VERT 13,8KV	-24	4926840521	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-889,15	0216	4200435726	PEÄ	
10002374	SEPARADOR FASES VERT 13,8KV	-24	4926840521	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-889,15	0216	4200435726	PEÄ	
10002374	SEPARADOR FASES VERT 13,8KV	-6	4926840521	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-222,29	0216	4200435726	PEÄ	
10002378	ANEL AMAR ESPACAD SEPARAD PEAD CZ	-50	4926839374	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-143,31	0070	4200440229	PEÄ	
10002410	BRACO L FOFO NOD 15KV	-20	4926840384	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.367,38	0216	4200439147	PEÄ	
10002410	BRACO L FOFO NOD 15KV	-3	4926839368	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-205,11	0070	4200440229	PEÄ	
10002410	BRACO L FOFO NOD 15KV	-17	4926839368	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.162,27	0070	4200440229	PEÄ	
10002410	BRACO L FOFO NOD 15KV	-1	4926840384	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-68,37	0216	4200440475	PEÄ	
10002411	BRACO C AC 13,8KV	-21	4926839368	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.380,41	0070	4200440229	PEÄ	
10002411	BRACO C AC 13,8KV	-3	4926839368	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-340,06	0070	4200440814	PEÄ	
10002411	BRACO C AC 13,8KV	-1	4926839368	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-113,35	0070	4200441146	PEÄ	
10002411	BRACO C AC 13,8KV	-5	4926840384	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-566,76	0216	4200439147	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-45	4926840379	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.741,40	0138	4200437759	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-24	4926840850	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-928,75	0060	4200430996	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-30	4926840850	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.160,94	0060	4200430667	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-24	4926840137	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-928,75	0060	4200439137	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-144	4926840137	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-5.572,49	0060	4200439137	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-48	4926840137	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.857,50	0060	4200439137	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-81	4926840137	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.134,53	0060	4200438509	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-42	4926840137	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.625,31	0060	4200436006	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-60	4926840137	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.321,87	0060	4200436006	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-14	4926840137	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-541,77	0060	4200430666	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-12	4926840137	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-464,37	0060	4200430666	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-34	4926840137	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.315,73	0060	4200430995	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-12	4926840137	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-464,37	0060	4200430995	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-3	4926840137	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-116,09	0060	4200431592	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-2	4926840137	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-77,40	0060	4200431841	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-12	4926840137	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-464,37	0060	4200431841	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-6	4926840137	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-232,19	0060	4200432207	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-10	4926840137	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-386,98	0060	4200433245	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-6	4926840137	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-232,19	0060	4200433530	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-59	4926840137	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.283,17	0060	4200433889	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-12	4926840137	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-464,37	0060	4200433889	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-39	4926840137	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.509,22	0060	4200435717	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-83	4926840137	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.211,92	0060	4200435717	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-9	4926839649	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-348,28	0070	4200435718	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-81	4926839281	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.134,53	0225	4200431006	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-117	4926839649	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.527,65	0070	4200435718	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-108	4926839281	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.179,37	0225	4200435728	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-94	4926839281	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.637,60	0225	4200430091	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-3	4926839649	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-116,09	0070	4200435718	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-23	4926839281	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-890,05	0225	4200434436	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-28	4926839649	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.083,54	0070	4200438923	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-2	4926839649	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-77,40	0070	4200435362	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-1	4926839649	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-38,70	0070	4200434764	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-21	4926839649	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-812,65	0070	4200431843	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-47	4926839649	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.818,80	0070	4200430996	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-15	4926839649	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-580,47	0070	4200438923	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-75	4926839649	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.902,34	0070	4200438923	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-33	4926839649	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.277,03	0070	4200438923	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-48	4926839649	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.857,50	0070	4200439144	PEÄ	
10002427	ISOL ELETR BAST POLIM 15KV	-129	4926839649	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.992,02	0070	4200440229	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-14	4926839371	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.076,92	0070	4200440229	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-2	4926839371	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-153,85	0070	4200435718	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-6	4926839371	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-461,54	0070	4200438923	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-6	4926839817	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-461,54	0060	4200435717	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-1	4926839371	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-76,92	0070	4200439144	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-16	4926839817	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.230,77	0060	4200435717	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-11	4926839817	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-846,15	0060	4200436006	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-1	4926839817	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-76,92	0060	4200436006	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-6	4926839817	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-461,54	0060	4200438509	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-17	4926839817	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.307,69	0060	4200439137	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-8	4926839817	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-615,38	0060	4200439137	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-1	4926840386	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-76,92	0216	4200440475	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-20	4926840386	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.538,46	0216	4200439147	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-2	4926840386	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-153,85	0216	4200438511	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-14	4926840386	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.076,92	0216	4200436011	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-1	4926840386	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-76,92	0216	4200436011	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-1	4926840386	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-76,92	0216	4200436011	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-7	4926840386	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-538,46	0216	4200435726	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-1	4926840386	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-76,92	0216	4200435726	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-5	4926840386	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-384,61	0216	4200435726	PEÄ	
10002430	SUPORTE FIXACAO HORIZ L ISOLADOR POLIM A	-30	4926840386	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.307,69	0216	4200435726	PEÄ	
10002576	SUPORTE FIXACAO Z CH FUS PARA-RAIO	-74	4926839647	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.631,60	0070	4200440229	PEÄ	
10002576	SUPORTE FIXACAO Z CH FUS PARA-RAIO	-6	4926839647	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-132,29	0070	4200440814	PEÄ	
10002576	SUPORTE FIXACAO Z CH FUS PARA-RAIO	-120	4926840521	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.645,85	0216	4200439147	PEÄ	
10002577	SUP INST AFAST HORIZ 13,8KV AC	-37	4926840385	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-9.713,54	0216	4200439147	PEÄ	
10002577	SUP INST AFAST HORIZ 13,8KV AC	-22	4926839371	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-5.775,62	0070	4200440229	PEÄ	
10002577	SUP INST AFAST HORIZ 13,8KV AC	-2	4926839371	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-525,06	0070	4200440814	PEÄ	
10002581	COBERTURA PROT PARA-RAIO 13,8KV	-119	4926839647	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-562,26	0070	4200440229	PEÄ	
10002581	COBERTURA PROT PARA-RAIO 13,8KV	-81	4926840521	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-382,72	0216	4200439147	PEÄ	
10002781	RELE FOTOELETRONIC 105-305V 1NF	-50	4926840224	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.118,53	0138	4200441147	PEÄ	
10002792	TERMINAL ELET BAND TP 3 4 FUR	-4	4926840526	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-330,49	0216	4200439147	PEÄ	
10003042	CONECT CUNHA RAMAL I CU 8,36A35MM2	-10	4926839541	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-43,26	0070	4200440229	PEÄ	
10003042	CONECT CUNHA RAMAL I CU 8,36A35MM2	-10	4926839541	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-43,26	0070	4200440814	PEÄ	
10003043	CONECT CUNH RAMAL TP II CU 13,3A35MM2	-10	4926839541	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-33,43	0070	4200440814	PEÄ	
10003043	CONECT CUNH RAMAL TP II CU 13,3A35MM2	-10	4926839541	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-33,43	0070	4200440229	PEÄ	
10004426	ISOL ELETR PILAR PORCEL 15KV	-31	4926840521	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.329,36	0216	4200439147	PEÄ	
10004426	ISOL ELETR PILAR PORCEL 15KV	-24	4926840379	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.029,18	0138	4200440473	PEÄ	
10004426	ISOL ELETR PILAR PORCEL 15KV	-16	4926839649	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-686,12	0070	4200441146	PEÄ	
10004426	ISOL ELETR PILAR PORCEL 15KV	-1	4926839649	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-42,88	0070	4200441146	PEÄ	
10004426	ISOL ELETR PILAR PORCEL 15KV	-2	4926839649	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-85,77	0070	4200440814	PEÄ	
10004433	CINTA POSTE AC ZC F 180MM B-18	-20	4926840384	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-482,56	0216	4200439147	PEÄ	
10004433	CINTA POSTE AC ZC F 180MM B-18	-10	4926839370	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-241,28	0070	4200441146	PEÄ	
10004435	CINTA POSTE AC ZC F 200MM B-20	-110	4926840384	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.710,27	0216	4200439147	PEÄ	
10004435	CINTA POSTE AC ZC F 200MM B-20	-15	4926840223	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-369,58	0138	4200440473	PEÄ	
10004435	CINTA POSTE AC ZC F 200MM B-20	-140	4926839370	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.449,43	0070	4200440229	PEÄ	
10004435	CINTA POSTE AC ZC F 200MM B-20	-10	4926839370	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-246,39	0070	4200440814	PEÄ	
10004437	CINTA POSTE AC ZC F 220MM B-22	-60	4926840384	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.594,36	0216	4200439147	PEÄ	
10004437	CINTA POSTE AC ZC F 220MM B-22	-20	4926840223	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-531,45	0138	4200440473	PEÄ	
10004437	CINTA POSTE AC ZC F 220MM B-22	-60	4926839370	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.594,36	0070	4200440229	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-10	4926839924	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-291,04	0060	4200440471	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-10	4926839924	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-291,04	0060	4200440137	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-30	4926839924	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-873,11	0060	4200440137	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-20	4926839924	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-582,07	0060	4200440137	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-20	4926839924	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-582,07	0060	4200439832	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-20	4926839924	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-582,07	0060	4200440471	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-40	4926839370	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.164,14	0070	4200440229	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-10	4926839370	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-291,04	0070	4200441146	PEÄ	
10004439	CINTA POSTE AC ZC F 240MM B-24	-30	4926840384	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-873,11	0216	4200439147	PEÄ	
10004441	CINTA POSTE AC ZC F 260MM B-26	-150	4926839370	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.604,06	0070	4200440229	PEÄ	
10004441	CINTA POSTE AC ZC F 260MM B-26	-50	4926840384	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.534,69	0216	4200439147	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-5	4926839370	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-164,08	0070	4200441146	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-10	4926839924	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-328,17	0060	4200439832	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-10	4926839924	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-328,17	0060	4200439832	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-10	4926839924	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-328,17	0060	4200439832	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-30	4926839924	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-984,51	0060	4200440137	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-5	4926839924	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-164,09	0060	4200440137	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-5	4926839924	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-164,08	0060	4200440137	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-15	4926839924	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-492,26	0060	4200440137	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-5	4926839924	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-164,08	0060	4200440471	PEÄ	
10004443	CINTA POSTE AC ZC F 280MM B-28	-15	4926839370	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-492,26	0070	4200440229	PEÄ	
10004445	CINTA POSTE AC ZC F 300MM B-30	-15	4926839370	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-514,29	0070	4200440229	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-13	4926839651	45	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-96,94	0070	4200438923	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-15	4926839651	47	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-111,85	0070	4200438923	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-35	4926840523	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-260,98	0216	4200439147	PEÄ	
