Material	Texto breve material	Quantidade	Doc.material	Item doc.material	Tipo de movimento	Centro	Dep¢sito	Data do documento	Data de lanáamento	Unid.medida b†sica	Montante em MI	Texto cabeáalho documento	Pedido	UM pedido	Diagrama de rede
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-3	4926839651	61	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-22,37	0070	4200441146	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-6	4926839651	59	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-44,74	0070	4200441146	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-6	4926839651	57	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-44,74	0070	4200440814	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-2	4926839651	55	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-14,91	0070	4200440229	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-6	4926839651	53	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-44,74	0070	4200439144	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-6	4926839651	51	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-44,74	0070	4200438923	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-16	4926840851	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-119,31	0138	4200437759	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-3	4926839651	49	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-22,37	0070	4200438923	PEÄ	
10004525	PINO P/ISOL 15-35KV ROSC 169MM ACO	-25	4926840380	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-186,42	0138	4200440473	PEÄ	
10004564	ALCA PREF SERV CABO MULT 70MM2	-50	4926840519	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-184,49	0216	4200439147	PEÄ	
10004564	ALCA PREF SERV CABO MULT 70MM2	-30	4926840519	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-110,70	0216	4200439835	PEÄ	
10004564	ALCA PREF SERV CABO MULT 70MM2	-40	4926840519	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-147,59	0216	4200439835	PEÄ	
10004564	ALCA PREF SERV CABO MULT 70MM2	-10	4926840519	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-36,90	0216	4200440140	PEÄ	
10004564	ALCA PREF SERV CABO MULT 70MM2	-10	4926840519	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-36,90	0216	4200440475	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926840519	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0216	4200435726	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-20	4926840519	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-254,84	0216	4200436011	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926840519	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0216	4200436583	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-20	4926840519	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-254,84	0216	4200439147	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926839374	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0070	4200441146	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926839374	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0070	4200435718	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926839374	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0070	4200435718	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-30	4926840012	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-382,26	0060	4200436006	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-20	4926840224	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-254,84	0138	4200436581	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926840012	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0060	4200439832	PEÄ	
10004579	ALCA PREF DISTR CABO PROT 15KV 185MM2	-10	4926840012	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,42	0060	4200440137	PEÄ	
10004586	ALCA PREF DISTR CA CAA 1/0AWG	-110	4926839374	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-859,27	0070	4200440229	PEÄ	
10004586	ALCA PREF DISTR CA CAA 1/0AWG	-30	4926840224	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-234,35	0138	4200440473	PEÄ	
10004586	ALCA PREF DISTR CA CAA 1/0AWG	-70	4926840519	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-546,81	0216	4200439147	PEÄ	
10004591	ALCA PREF DISTR CORDOALHA AC 9,5MM	-110	4926839374	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.262,20	0070	4200440229	PEÄ	
10004591	ALCA PREF DISTR CORDOALHA AC 9,5MM	-90	4926840519	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.032,71	0216	4200439147	PEÄ	
10004654	CON GLV 16A53,47MM2	-75	4926840522	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.548,27	0216	4200439147	PEÄ	
10004654	CON GLV 16A53,47MM2	-30	4926840225	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.419,31	0138	4200440473	PEÄ	
10004654	CON GLV 16A53,47MM2	-64	4926839541	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.027,86	0070	4200440229	PEÄ	
10005317	PARA-RAIO 12KV 10KA S/CENT ZNO	-93	4926840629	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-12.838,27	0216	4200439147	PEÄ	
10005317	PARA-RAIO 12KV 10KA S/CENT ZNO	-4	4926839654	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-552,18	0070	4200441146	PEÄ	
10005317	PARA-RAIO 12KV 10KA S/CENT ZNO	-11	4926839654	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.518,50	0070	4200440814	PEÄ	
10005317	PARA-RAIO 12KV 10KA S/CENT ZNO	-62	4926839654	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8.558,84	0070	4200440229	PEÄ	
10006591	PELICULA REFLET AUTOADESIV NUM 0	-5	4926839655	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-7,48	0070	4200440229	PEÄ	
10006591	PELICULA REFLET AUTOADESIV NUM 0	-180	4926840525	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-269,42	0216	4200439835	PEÄ	
10006591	PELICULA REFLET AUTOADESIV NUM 0	-85	4926840525	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,23	0216	4200439835	PEÄ	
10006591	PELICULA REFLET AUTOADESIV NUM 0	-190	4926840525	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-284,39	0216	4200439147	PEÄ	
10006596	PELICULA REFLET AUTOADESIV N 5	-180	4926840525	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-291,63	0216	4200439835	PEÄ	
10006596	PELICULA REFLET AUTOADESIV N 5	-85	4926840525	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-137,71	0216	4200439835	PEÄ	
10006596	PELICULA REFLET AUTOADESIV N 5	-200	4926840525	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-324,03	0216	4200439147	PEÄ	
10006596	PELICULA REFLET AUTOADESIV N 5	-5	4926839655	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8,10	0070	4200440229	PEÄ	
10006596	PELICULA REFLET AUTOADESIV N 5	-5	4926839655	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8,10	0070	4200441146	PEÄ	
10006597	PELICULA REFLET AUTOADESIV N 6	-180	4926840525	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-264,34	0216	4200439835	PEÄ	
10006597	PELICULA REFLET AUTOADESIV N 6	-75	4926840525	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-110,14	0216	4200439835	PEÄ	
10006597	PELICULA REFLET AUTOADESIV N 6	-25	4926839655	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-36,71	0070	4200440229	PEÄ	
10006597	PELICULA REFLET AUTOADESIV N 6	-280	4926840525	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-411,19	0216	4200439147	PEÄ	
10006597	PELICULA REFLET AUTOADESIV N 6	-5	4926839655	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-7,34	0070	4200440814	PEÄ	
10006604	PELICULA REFLET AUTOADESIV LET E	-5	4926840525	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-9,03	0216	4200439147	PEÄ	
10006614	PELICULA REFLET AUTOADESIV LET P	-35	4926840525	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-56,59	0216	4200439147	PEÄ	
10006614	PELICULA REFLET AUTOADESIV LET P	-10	4926840525	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-16,17	0216	4200440475	PEÄ	
10006614	PELICULA REFLET AUTOADESIV LET P	-35	4926840525	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-56,59	0216	4200439835	PEÄ	
10006614	PELICULA REFLET AUTOADESIV LET P	-20	4926840525	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-32,33	0216	4200439835	PEÄ	
10006617	PELICULA REFLET AUTOADESIV LET S	-10	4926840525	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-15,95	0216	4200440475	PEÄ	
10006617	PELICULA REFLET AUTOADESIV LET S	-35	4926840525	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-55,83	0216	4200439835	PEÄ	
10006617	PELICULA REFLET AUTOADESIV LET S	-20	4926840525	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-31,90	0216	4200439835	PEÄ	
10006617	PELICULA REFLET AUTOADESIV LET S	-55	4926840525	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-87,73	0216	4200439147	PEÄ	
10006618	PELICULA REFLET AUTOADESIV LET T	-5	4926840525	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8,15	0216	4200439147	PEÄ	
10006692	SUPORTE FIXACAO P/NUM REFL 440X95X4 PC	-3	4926839647	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-36,13	0070	4200440814	PEÄ	
10006692	SUPORTE FIXACAO P/NUM REFL 440X95X4 PC	-36	4926840521	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-433,60	0216	4200439147	PEÄ	
10006692	SUPORTE FIXACAO P/NUM REFL 440X95X4 PC	-24	4926839647	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-289,06	0070	4200440229	PEÄ	
10006794	FECHO AI AISI304 13,50MM	-2	4926840143	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8,91	0060	4200439462	PEÄ	
10006825	CONECT ESTRAN TP 7 LG AL 185A240MM2	-6	4926839541	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-482,07	0070	4200440814	PEÄ	
10006953	CONECT ESTRANG TP 4 LG AL 62,44A70MM2	-64	4926839541	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.199,46	0070	4200440229	PEÄ	
10006953	CONECT ESTRANG TP 4 LG AL 62,44A70MM2	-8	4926839541	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-399,93	0070	4200440229	PEÄ	
10006954	CONECT ESTRAN TP 5 LG AL 95A120MM2	-168	4926840522	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-11.283,74	0216	4200439147	PEÄ	
10006954	CONECT ESTRAN TP 5 LG AL 95A120MM2	-16	4926839541	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.074,64	0070	4200440229	PEÄ	
10006954	CONECT ESTRAN TP 5 LG AL 95A120MM2	-6	4926840014	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-402,99	0060	4200440813	PEÄ	
10007063	CONECT ESTRAN TP 3 LG AL 35A50MM2	-40	4926840522	47	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.047,48	0216	4200440475	PEÄ	
10007063	CONECT ESTRAN TP 3 LG AL 35A50MM2	-8	4926840522	45	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-209,49	0216	4200440140	PEÄ	
10007063	CONECT ESTRAN TP 3 LG AL 35A50MM2	-144	4926840522	43	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.770,91	0216	4200439835	PEÄ	
10007063	CONECT ESTRAN TP 3 LG AL 35A50MM2	-72	4926840522	41	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.885,46	0216	4200439835	PEÄ	
10007063	CONECT ESTRAN TP 3 LG AL 35A50MM2	-119	4926840522	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.116,24	0216	4200439147	PEÄ	
10008604	TERMINAL PINO BT ILH AZ 16MM2	-400	4926840526	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-392,72	0216	4200439835	PEÄ	
10008604	TERMINAL PINO BT ILH AZ 16MM2	-900	4926840526	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-883,62	0216	4200439835	PEÄ	
10008604	TERMINAL PINO BT ILH AZ 16MM2	-300	4926840526	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-294,54	0216	4200440140	PEÄ	
10008604	TERMINAL PINO BT ILH AZ 16MM2	-900	4926840526	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-883,62	0216	4200440475	PEÄ	
10008604	TERMINAL PINO BT ILH AZ 16MM2	-1.500	4926840526	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.472,69	0216	4200439147	PEÄ	
10008606	TERMINAL PINO BT ILH VM 35MM2	-20	4926840224	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-34,89	0138	4200441147	PEÄ	
10008791	PARAFUSO CAB ABAUL AÄO CARB M16x100mm	-96	4926839651	63	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-414,89	0070	4200440229	PEÄ	
10008791	PARAFUSO CAB ABAUL AÄO CARB M16x100mm	-134	4926840523	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-579,11	0216	4200439147	PEÄ	
10008869	CRUZETA P/POSTE FIBR VID 2M 90MM 90MM	-10	4926839371	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.155,15	0070	4200440814	PEÄ	
10008869	CRUZETA P/POSTE FIBR VID 2M 90MM 90MM	-10	4926839371	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.155,15	0070	4200441146	PEÄ	
10008869	CRUZETA P/POSTE FIBR VID 2M 90MM 90MM	-10	4926840384	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.155,15	0216	4200439147	PEÄ	
10009122	CONECTOR PERF FLEX 10A16MM2 6A12MM2	-271	4926840522	55	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.336,09	0216	4200440475	PEÄ	
10009122	CONECTOR PERF FLEX 10A16MM2 6A12MM2	-540	4926840522	53	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.654,93	0216	4200439835	PEÄ	
10009122	CONECTOR PERF FLEX 10A16MM2 6A12MM2	-270	4926840522	51	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.327,47	0216	4200439835	PEÄ	
10009122	CONECTOR PERF FLEX 10A16MM2 6A12MM2	-855	4926840522	49	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-7.370,31	0216	4200439147	PEÄ	
10009122	CONECTOR PERF FLEX 10A16MM2 6A12MM2	-200	4926840225	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.724,05	0138	4200440138	PEÄ	
10009123	CONECTOR PERF FLEX 10A25MM2 16A25MM2	-100	4926840225	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-848,13	0138	4200440138	PEÄ	
10009123	CONECTOR PERF FLEX 10A25MM2 16A25MM2	-200	4926840225	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.696,26	0138	4200441147	PEÄ	
10009124	CONECTOR PERF FLEX 10A35MM2 25A35MM2	-4	4926840522	57	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-35,14	0216	4200439147	PEÄ	
10009124	CONECTOR PERF FLEX 10A35MM2 25A35MM2	-3	4926840014	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-26,35	0060	4200440137	PEÄ	
10010109	ESPACADOR AUT LOSANG 13,8KV	-96	4926840521	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.604,28	0216	4200439147	PEÄ	
10010109	ESPACADOR AUT LOSANG 13,8KV	-74	4926839647	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.236,63	0070	4200440229	PEÄ	
10010114	GANCHO SUST P/CAB ANT-FURT CONC 11,6MM	-35	4926840521	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-771,27	0216	4200439147	PEÄ	
10010114	GANCHO SUST P/CAB ANT-FURT CONC 11,6MM	-25	4926840521	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-550,90	0216	4200439835	PEÄ	
10010114	GANCHO SUST P/CAB ANT-FURT CONC 11,6MM	-45	4926840521	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-991,63	0216	4200439835	PEÄ	
10010114	GANCHO SUST P/CAB ANT-FURT CONC 11,6MM	-8	4926840521	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-176,29	0216	4200440475	PEÄ	
10010301	ANILHA PVC NUMERO ZERO 9A12,6MM	-500	4926840520	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-189,77	0216	4200439835	PEÄ	
10010301	ANILHA PVC NUMERO ZERO 9A12,6MM	-300	4926840520	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-113,86	0216	4200439835	PEÄ	
10010301	ANILHA PVC NUMERO ZERO 9A12,6MM	-900	4926840520	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-341,59	0216	4200439147	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-300	4926840520	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-114,00	0216	4200439835	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-500	4926840520	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-190,00	0216	4200439835	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-900	4926840520	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-342,00	0216	4200439147	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-600	4926840520	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-228,00	0216	4200436296	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-2.300	4926840013	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-874,00	0060	4200439137	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-100	4926840013	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-38,00	0060	4200437425	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-2.000	4926840013	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-760,00	0060	4200436293	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-1.300	4926840853	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-494,00	0216	4200435726	PEÄ	
10010302	ANILHA PVC NUMERO UM 9A12,6MM	-600	4926840013	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-228,00	0060	4200436006	PEÄ	
10010303	ANILHA PVC NUMERO DOIS 9A12,6MM	-500	4926840520	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-175,23	0216	4200439835	PEÄ	
10010303	ANILHA PVC NUMERO DOIS 9A12,6MM	-300	4926840520	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-105,14	0216	4200439835	PEÄ	
10010303	ANILHA PVC NUMERO DOIS 9A12,6MM	-900	4926840520	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-315,42	0216	4200439147	PEÄ	
10010304	ANILHA PVC NUMERO TRES 9A12,6MM	-500	4926840520	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-175,39	0216	4200439835	PEÄ	
10010304	ANILHA PVC NUMERO TRES 9A12,6MM	-300	4926840520	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-105,24	0216	4200439835	PEÄ	
10010304	ANILHA PVC NUMERO TRES 9A12,6MM	-900	4926840520	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-315,71	0216	4200439147	PEÄ	
10010305	ANILHA PVC NUMERO QUATRO 9A12,6MM	-822	4926840711	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-287,70	0060	4200439137	PEÄ	
10010305	ANILHA PVC NUMERO QUATRO 9A12,6MM	-900	4926840520	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-315,00	0216	4200439147	PEÄ	
10010305	ANILHA PVC NUMERO QUATRO 9A12,6MM	-300	4926840520	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-105,00	0216	4200439835	PEÄ	
10010305	ANILHA PVC NUMERO QUATRO 9A12,6MM	-500	4926840520	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-175,00	0216	4200439835	PEÄ	
10010306	ANILHA PVC NUMERO CINCO 9A12,6MM	-900	4926840520	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-315,33	0216	4200439147	PEÄ	
10010306	ANILHA PVC NUMERO CINCO 9A12,6MM	-300	4926840520	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-105,11	0216	4200439835	PEÄ	
10010306	ANILHA PVC NUMERO CINCO 9A12,6MM	-500	4926840520	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-175,18	0216	4200439835	PEÄ	
10010307	ANILHA PVC NUMERO 6 9A12,6MM	-600	4926840520	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-210,15	0216	4200439147	PEÄ	
10010307	ANILHA PVC NUMERO 6 9A12,6MM	-200	4926840520	41	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-70,05	0216	4200439835	PEÄ	
10010307	ANILHA PVC NUMERO 6 9A12,6MM	-400	4926840520	43	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-140,10	0216	4200439835	PEÄ	
10010308	ANILHA PVC NUMERO SETE 9A12,6MM	-400	4926840520	49	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-140,04	0216	4200439835	PEÄ	
10010308	ANILHA PVC NUMERO SETE 9A12,6MM	-600	4926840520	45	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-210,07	0216	4200439147	PEÄ	
10010308	ANILHA PVC NUMERO SETE 9A12,6MM	-200	4926840520	47	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-70,02	0216	4200439835	PEÄ	
10010309	ANILHA PVC NUMERO OITO 9A12,6MM	-600	4926840520	51	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-210,04	0216	4200439147	PEÄ	
10010309	ANILHA PVC NUMERO OITO 9A12,6MM	-200	4926840520	53	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-70,02	0216	4200439835	PEÄ	
10010309	ANILHA PVC NUMERO OITO 9A12,6MM	-400	4926840520	55	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-140,03	0216	4200439835	PEÄ	
10010310	ANILHA PVC NUMERO NOVE 9A12,6MM	-200	4926840520	59	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-70,13	0216	4200439835	PEÄ	
10010310	ANILHA PVC NUMERO NOVE 9A12,6MM	-400	4926840520	61	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-140,26	0216	4200439835	PEÄ	
10010310	ANILHA PVC NUMERO NOVE 9A12,6MM	-600	4926840520	57	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-210,39	0216	4200439147	PEÄ	
10010361	SUPORTE FIXACAO TOP ISOL PILAR FOFO 4201	-1	4926840521	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-127,00	0216	4200439147	PEÄ	
10011192	CON CUNHA RD CN4 AL PROT CORR GAL	-10	4926840014	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-172,59	0060	4200440137	PEÄ	
10011192	CON CUNHA RD CN4 AL PROT CORR GAL	-10	4926839541	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-172,59	0070	4200440229	PEÄ	
10011192	CON CUNHA RD CN4 AL PROT CORR GAL	-10	4926839541	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-172,59	0070	4200440229	PEÄ	
10011192	CON CUNHA RD CN4 AL PROT CORR GAL	-10	4926839541	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-172,59	0070	4200440814	PEÄ	
10011194	CON CUNHA RD CN7 AL PROT CORR GAL	-10	4926840014	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-157,35	0060	4200440471	PEÄ	
10011194	CON CUNHA RD CN7 AL PROT CORR GAL	-110	4926840522	59	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.730,89	0216	4200439147	PEÄ	
10011194	CON CUNHA RD CN7 AL PROT CORR GAL	-40	4926839541	43	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-629,42	0070	4200440814	PEÄ	
10011194	CON CUNHA RD CN7 AL PROT CORR GAL	-110	4926839541	41	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.730,89	0070	4200440229	PEÄ	
10011198	CONECTOR CUNHA RD CN53 AL PROT CORR GAL	-3	4926840014	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-28,97	0060	4200440471	PEÄ	
10011198	CONECTOR CUNHA RD CN53 AL PROT CORR GAL	-2	4926840522	63	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-19,31	0216	4200440817	PEÄ	
10011198	CONECTOR CUNHA RD CN53 AL PROT CORR GAL	-21	4926840522	61	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-202,77	0216	4200439147	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-14	4926840010	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.062,44	0060	4200439137	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-93	4926840010	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-13.700,49	0060	4200436293	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-129	4926840010	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-19.003,91	0060	4200439137	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-29	4926840010	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.272,20	0060	4200436006	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-19	4926840517	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.799,02	0216	4200433535	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-12	4926840517	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.767,81	0216	4200433893	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-3	4926840517	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-441,95	0216	4200434434	PEÄ	
