COD. CLIENTE;FORNECEDOR;DATA;CÓDIGO SAP;NUM. COLETA;NUM. SÉRIE;STATUS
26863;3C;;999958;2513361;2513361;NÃO EXPORTADO
26864;3C;;999958;2648183;2648183;NÃO EXPORTADO
26939;3C;;999959;9837834;9837834;NÃO EXPORTADO
26940;3C;;999959;7057610;7057610;NÃO EXPORTADO
26941;3C;;999959;81757441;8175744;NÃO EXPORTADO
26823;3C;;999959;84338237;8433823;NÃO EXPORTADO
26819;3C;;999959;84323159;8432315;NÃO EXPORTADO
26808;3C;;999959;84332204;8433220;NÃO EXPORTADO
26673;3C;;999959;7405725;7405725;NÃO EXPORTADO
26676;3C;;999959;972866;97286;NÃO EXPORTADO
26680;3C;;999959;9094589;9094589;NÃO EXPORTADO
26682;3C;;999959;62105507;6210550;NÃO EXPORTADO
26686;3C;;999959;7128567;7128567;NÃO EXPORTADO
26688;3C;;999959;62167669;6216766;NÃO EXPORTADO
26691;3C;;999959;7226812;7226812;NÃO EXPORTADO
26802;3C;;999958;4067793;4067793;NÃO EXPORTADO
26803;3C;;999958;52343294;5234329;NÃO EXPORTADO
26804;3C;;999958;2464482;2464482;NÃO EXPORTADO
26805;3C;;999958;64684792;6468479;NÃO EXPORTADO
26806;3C;;999959;90592557;9059255;NÃO EXPORTADO
26807;3C;;999959;8799713;8799713;NÃO EXPORTADO
26942;3C;;999959;84320451;8432045;NÃO EXPORTADO
26352;3C;;999958;4,00943E+12;4009432;NÃO EXPORTADO
26299;3C;;999958;5511734;5511734;NÃO EXPORTADO
26297;3C;;999958;19309627;1930962;NÃO EXPORTADO
26295;3C;;999958;6312837;6312837;NÃO EXPORTADO
26233;3C;;999959;83282718;8328271;NÃO EXPORTADO
26218;3C;;999959;17792665;1779266;NÃO EXPORTADO
26216;3C;;999959;17868319;1786831;NÃO EXPORTADO
26214;3C;;999959;57022682;5702268;NÃO EXPORTADO
26213;3C;;999959;57153809;5715380;NÃO EXPORTADO
26212;3C;;999959;2239622;2239622;NÃO EXPORTADO
26210;3C;;999959;2531289;2531289;NÃO EXPORTADO
26300;3C;;999958;48701653;4870165;NÃO EXPORTADO
26303;3C;;999958;4640706;4640706;NÃO EXPORTADO
26351;3C;;999958;6045918;6045918;NÃO EXPORTADO
26350;3C;;999958;18096662;1809666;NÃO EXPORTADO
26348;3C;;999958;5797121;5797121;NÃO EXPORTADO
26315;3C;;999958;3432132;3432132;NÃO EXPORTADO
26302;3C;;999958;5993562;5993562;NÃO EXPORTADO
26313;3C;;999958;4274693;4274693;NÃO EXPORTADO
26311;3C;;999958;3777358;3777358;NÃO EXPORTADO
26307;3C;;999958;5922799;5922799;NÃO EXPORTADO
26306;3C;;999958;5624233;5624233;NÃO EXPORTADO
26304;3C;;999958;17066212;1706621;NÃO EXPORTADO
26165;3C;;999959;3580178;3580178;NÃO EXPORTADO
26155;3C;;999959;66724309;6672430;NÃO EXPORTADO
26153;3C;;999958;74941;74941;NÃO EXPORTADO
26154;3C;;999959;9506597;9506597;NÃO EXPORTADO
26349;3C;;999958;4587772;4587772;NÃO EXPORTADO
26156;3C;;999959;9687920;9687920;NÃO EXPORTADO
26157;3C;;999959;9536024;9536024;NÃO EXPORTADO
26158;3C;;999959;84327391;8432739;NÃO EXPORTADO
26159;3C;;999959;81756135;8175613;NÃO EXPORTADO
26160;3C;;999959;82677662;8267766;NÃO EXPORTADO
26161;3C;;999959;84327880;8432788;NÃO EXPORTADO
26162;3C;;999959;5934520;5934520;NÃO EXPORTADO
26164;3C;;999959;4274875;4274875;NÃO EXPORTADO
35070;ELLCA N.I;;999958;2709622;2709622;NÃO EXPORTADO
35066;ELLCA N.I;;999958;56802862;5680286;NÃO EXPORTADO
35072;ELLCA N.I;;999958;48993883;4899388;NÃO EXPORTADO
35079;ELLCA N.I;;999958;47579196;4757919;NÃO EXPORTADO
35091;ELLCA N.I;;999958;44695535;4469553;NÃO EXPORTADO
35092;ELLCA N.I;;999958;51895056;5189505;NÃO EXPORTADO
35081;ELLCA N.I;;999958;15980863;1598086;NÃO EXPORTADO
35082;ELLCA N.I;;999958;48955302;4895530;NÃO EXPORTADO
35065;ELLCA N.I;;999958;47843276;4784327;NÃO EXPORTADO
35084;ELLCA N.I;;999958;50941674;5094167;NÃO EXPORTADO
35063;ELLCA N.I;;999958;47836245;4783624;NÃO EXPORTADO
35087;ELLCA N.I;;999958;48470538;4847053;NÃO EXPORTADO
35088;ELLCA N.I;;999958;16003888;1600388;NÃO EXPORTADO
35078;ELLCA N.I;;999958;47822023;4782202;NÃO EXPORTADO
35090;ELLCA N.I;;999958;29676398;2967639;NÃO EXPORTADO
35093;ELLCA N.I;;999958;50221698;5022169;NÃO EXPORTADO
35135;ELLCA N.I;;999958;2703219;2703219;NÃO EXPORTADO
35115;ELLCA N.I;;999958;2331131;2331131;NÃO EXPORTADO
35139;ELLCA N.I;;999958;2083273;2083273;NÃO EXPORTADO
35117;ELLCA N.I;;999958;140742;140742;NÃO EXPORTADO
35148;ELLCA N.I;;999958;2647802;2647802;NÃO EXPORTADO
35119;ELLCA N.I;;999958;2452196;2452196;NÃO EXPORTADO
35122;ELLCA N.I;;999958;2169312;2169312;NÃO EXPORTADO
35138;ELLCA N.I;;999958;2441545;2441545;NÃO EXPORTADO
35137;ELLCA N.I;;999958;2300185;2300185;NÃO EXPORTADO
35136;ELLCA N.I;;999958;2173532;2173532;NÃO EXPORTADO
35128;ELLCA N.I;;999958;2135128;2135128;NÃO EXPORTADO
35129;ELLCA N.I;;999958;2367369;2367369;NÃO EXPORTADO
35130;ELLCA N.I;;999958;2493371;2493371;NÃO EXPORTADO
35131;ELLCA N.I;;999958;2188460;2188460;NÃO EXPORTADO
35132;ELLCA N.I;;999958;2104977;2104977;NÃO EXPORTADO
35133;ELLCA N.I;;999958;2471825;2471825;NÃO EXPORTADO
35061;ELLCA N.I;;999958;16122071;1612207;NÃO EXPORTADO
35140;ELLCA N.I;;999958;2190116;2190116;NÃO EXPORTADO
35101;ELLCA N.I;;999958;56502168;5650216;NÃO EXPORTADO
35103;ELLCA N.I;;999958;57860815;5786081;NÃO EXPORTADO
35124;ELLCA N.I;;999958;2587010;2587010;NÃO EXPORTADO
35100;ELLCA N.I;;999958;50386221;5038622;NÃO EXPORTADO
35105;ELLCA N.I;;999958;2396182;2396182;NÃO EXPORTADO
35144;ELLCA N.I;;999958;16064321;1606432;NÃO EXPORTADO
35146;ELLCA N.I;;999958;44535007;4453500;NÃO EXPORTADO
35107;ELLCA N.I;;999958;44036337;4403633;NÃO EXPORTADO
35108;ELLCA N.I;;999958;55712142;5571214;NÃO EXPORTADO
35147;ELLCA N.I;;999958;2629874;2629874;NÃO EXPORTADO
35110;ELLCA N.I;;999958;17970318;1797031;NÃO EXPORTADO
35111;ELLCA N.I;;999958;55634907;5563490;NÃO EXPORTADO
35134;ELLCA N.I;;999958;2402693;2402693;NÃO EXPORTADO
35145;ELLCA N.I;;999958;29918189;2991818;NÃO EXPORTADO
35077;ELLCA NOVA IGUAÇU;;999958;845149;845149;NÃO EXPORTADO
35080;ELLCA NOVA IGUAÇU;;999958;3950537;3950537;NÃO EXPORTADO
35086;ELLCA NOVA IGUAÇU;;999958;392035;392035;NÃO EXPORTADO
35118;ELLCA NOVA IGUAÇU;;999958;2541122;2541122;NÃO EXPORTADO
35085;ELLCA NOVA IGUAÇU;;999958;840552;840552;NÃO EXPORTADO
35143;ELLCA NOVA IGUAÇU;;999958;2094867;2094867;NÃO EXPORTADO
35083;ELLCA NOVA IGUAÇU;;999958;3763877;3763877;NÃO EXPORTADO
35141;ELLCA NOVA IGUAÇU;;999958;2553147;2553147;NÃO EXPORTADO
35142;ELLCA NOVA IGUAÇU;;999958;2553255;2553255;NÃO EXPORTADO
35089;ELLCA NOVA IGUAÇU;;999958;17289017;1728901;NÃO EXPORTADO
35112;ELLCA NOVA IGUAÇU;;999958;44542372;4454237;NÃO EXPORTADO
35109;ELLCA NOVA IGUAÇU;;999958;2555351;2555351;NÃO EXPORTADO
35104;ELLCA NOVA IGUAÇU;;999958;44748736;4474873;NÃO EXPORTADO
35102;ELLCA NOVA IGUAÇU;;999958;2815662;2815662;NÃO EXPORTADO
35099;ELLCA NOVA IGUAÇU;;999958;2633786;2633786;NÃO EXPORTADO
35098;ELLCA NOVA IGUAÇU;;999958;2569640;2569640;NÃO EXPORTADO
35097;ELLCA NOVA IGUAÇU;;999958;29917981;2991798;NÃO EXPORTADO
35094;ELLCA NOVA IGUAÇU;;999958;44670141;4467014;NÃO EXPORTADO
35106;ELLCA NOVA IGUAÇU;;999958;2814469;2814469;NÃO EXPORTADO
35113;ELLCA NOVA IGUAÇU;;999958;15980138;1598013;NÃO EXPORTADO
35127;ELLCA NOVA IGUAÇU;;999958;47809337;4780933;NÃO EXPORTADO
35126;ELLCA NOVA IGUAÇU;;999958;15980448;1598044;NÃO EXPORTADO
35096;ELLCA NOVA IGUAÇU;;999958;44569939;4456993;NÃO EXPORTADO
35123;ELLCA NOVA IGUAÇU;;999958;2698480;2698480;NÃO EXPORTADO
35121;ELLCA NOVA IGUAÇU;;999958;2102397;2102397;NÃO EXPORTADO
35120;ELLCA NOVA IGUAÇU;;999958;2554841;2554841;NÃO EXPORTADO
35116;ELLCA NOVA IGUAÇU;;999958;44664443;4466444;NÃO EXPORTADO
35114;ELLCA NOVA IGUAÇU;;999958;47842369;4784236;NÃO EXPORTADO
35095;ELLCA NOVA IGUAÇU;;999958;44710186;4471018;NÃO EXPORTADO
35076;ELLCA NOVA IGUAÇU;;999958;4676636;4676636;NÃO EXPORTADO
35125;ELLCA NOVA IGUAÇU;;999958;44686501;4468650;NÃO EXPORTADO
35058;ELLCA NOVA IGUAÇU;;999958;2646693;2646693;NÃO EXPORTADO
35059;ELLCA NOVA IGUAÇU;;999958;2673534;2673534;NÃO EXPORTADO
35060;ELLCA NOVA IGUAÇU;;999958;60172509;6017250;NÃO EXPORTADO
35062;ELLCA NOVA IGUAÇU;;999958;4582627;4582627;NÃO EXPORTADO
35064;ELLCA NOVA IGUAÇU;;999958;4676637;4676637;NÃO EXPORTADO
35067;ELLCA NOVA IGUAÇU;;999958;3300405;3300405;NÃO EXPORTADO
35068;ELLCA NOVA IGUAÇU;;999958;4676638;4676638;NÃO EXPORTADO
35069;ELLCA NOVA IGUAÇU;;999958;4676632;4676632;NÃO EXPORTADO
35071;ELLCA NOVA IGUAÇU;;999958;43795323;4379532;NÃO EXPORTADO
35074;ELLCA NOVA IGUAÇU;;999958;43184464;4318446;NÃO EXPORTADO
35075;ELLCA NOVA IGUAÇU;;999958;4078110;4078110;NÃO EXPORTADO
32662;FORNECEDOR TESTE;;397134;1234568789;1234568;NÃO EXPORTADO
26580;MRO BARRA DO PIRAI;;999959;9808070;9808070;NÃO EXPORTADO
26581;MRO BARRA DO PIRAI;;999958;9230396;9230396;NÃO EXPORTADO
26582;MRO BARRA DO PIRAI;;999958;63360691;6336069;NÃO EXPORTADO
26484;MRO BARRA DO PIRAI;;999959;2806385;2806385;NÃO EXPORTADO
26483;MRO BARRA DO PIRAI;;999959;2512705;2512705;NÃO EXPORTADO
26480;MRO BARRA DO PIRAI;;999959;2510946;2510946;NÃO EXPORTADO
26479;MRO BARRA DO PIRAI;;999959;56530684;5653068;NÃO EXPORTADO
26478;MRO BARRA DO PIRAI;;999959;51413540;5141354;NÃO EXPORTADO
26477;MRO BARRA DO PIRAI;;999959;81760060;8176006;NÃO EXPORTADO
26475;MRO BARRA DO PIRAI;;999959;84342919;8434291;NÃO EXPORTADO
26470;MRO BARRA DO PIRAI;;999959;7082683;7082683;NÃO EXPORTADO
26466;MRO BARRA DO PIRAI;;999959;7776242;7776242;NÃO EXPORTADO
26457;MRO BARRA DO PIRAI;;999959;6886004;6886004;NÃO EXPORTADO
26579;MRO BARRA DO PIRAI;;999958;444985;444985;NÃO EXPORTADO
26578;MRO BARRA DO PIRAI;;999958;331293;331293;NÃO EXPORTADO
26508;MRO BARRA DO PIRAI;;999959;5435406;5435406;NÃO EXPORTADO
26509;MRO BARRA DO PIRAI;;999959;49934864;4993486;NÃO EXPORTADO
26510;MRO BARRA DO PIRAI;;999959;2553273;2553273;NÃO EXPORTADO
26511;MRO BARRA DO PIRAI;;999959;8094725;8094725;NÃO EXPORTADO
26512;MRO BARRA DO PIRAI;;999959;82671893;8267189;NÃO EXPORTADO
26513;MRO BARRA DO PIRAI;;999959;81757743;8175774;NÃO EXPORTADO
26514;MRO BARRA DO PIRAI;;999958;4587492;4587492;NÃO EXPORTADO
26537;MRO BARRA DO PIRAI;;999958;3105750;3105750;NÃO EXPORTADO
26574;MRO BARRA DO PIRAI;;999958;4580117;4580117;NÃO EXPORTADO
26575;MRO BARRA DO PIRAI;;999958;756063;756063;NÃO EXPORTADO
26576;MRO BARRA DO PIRAI;;999958;6002971;6002971;NÃO EXPORTADO
26577;MRO BARRA DO PIRAI;;999958;4159860;4159860;NÃO EXPORTADO
26507;MRO BARRA DO PIRAI;;999959;133146;133146;NÃO EXPORTADO
26452;MRO BARRA DO PIRAI;;999959;9578990;9578990;NÃO EXPORTADO
26401;MRO BARRA DO PIRAI;;999958;16067568;1606756;NÃO EXPORTADO
26400;MRO BARRA DO PIRAI;;999958;115121;115121;NÃO EXPORTADO
26399;MRO BARRA DO PIRAI;;999958;2698391;2698391;NÃO EXPORTADO
26398;MRO BARRA DO PIRAI;;999958;2128824;2128824;NÃO EXPORTADO
26380;MRO BARRA DO PIRAI;;999959;66177227;6617722;NÃO EXPORTADO
26376;MRO BARRA DO PIRAI;;999959;82711909;8271190;NÃO EXPORTADO
26369;MRO BARRA DO PIRAI;;999959;74073664;7407366;NÃO EXPORTADO
26366;MRO BARRA DO PIRAI;;999959;67251234;6725123;NÃO EXPORTADO
26362;MRO BARRA DO PIRAI;;999958;3968587;3968587;NÃO EXPORTADO
26361;MRO BARRA DO PIRAI;;999958;4040999;4040999;NÃO EXPORTADO
26360;MRO BARRA DO PIRAI;;999958;3068064;3068064;NÃO EXPORTADO
26473;MRO BARRA DO PIRAI;;999959;84328746;8432874;NÃO EXPORTADO
26355;MRO BARRA DO PIRAI;;999958;3683141;3683141;NÃO EXPORTADO
26446;MRO BARRA DO PIRAI;;999959;71206434;7120643;NÃO EXPORTADO
26445;MRO BARRA DO PIRAI;;999958;3980981;3980981;NÃO EXPORTADO
26539;MRO BARRA DO PIRAI;;999958;5577401;5577401;NÃO EXPORTADO
30086;PRAF;;999959;6882725;6882725;NÃO EXPORTADO
30069;PRAF;;999958;3441015;3441015;NÃO EXPORTADO
30070;PRAF;;999958;5033650;5033650;NÃO EXPORTADO
30073;PRAF;;999959;8041655;8041655;NÃO EXPORTADO
30077;PRAF;;999959;8902763;8902763;NÃO EXPORTADO
30071;PRAF;;999958;5033657;5033657;NÃO EXPORTADO
30078;PRAF;;999959;9708752;9708752;NÃO EXPORTADO
30079;PRAF;;999959;9583792;9583792;NÃO EXPORTADO
30080;PRAF;;999959;8627641;8627641;NÃO EXPORTADO
30087;PRAF;;999959;9387321;9387321;NÃO EXPORTADO
30082;PRAF;;999959;9338675;9338675;NÃO EXPORTADO
30085;PRAF;;999959;8594545;8594545;NÃO EXPORTADO
30083;PRAF;;999959;8053929;8053929;NÃO EXPORTADO
