Material	Texto breve material	Quantidade	Montante em MI	Doc.material	Item doc.material	Centro	Depósito	Tipo de movimento	Data de lançamento	Pedido	Qtd.  UM registro	Item	Data de entrada	Data do documento	Txt.tipo movimento	Nº reserva	Diagrama de rede
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.415	0,00	500077389	1	11	015	101	26/09/2022	4500479403	4.415	12	26/09/2022	26/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	190	0,00	500077299	1	11	015	101	23/09/2022	4500509115	190	5	23/09/2022	23/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	46	0,00	500077290	2	11	015	101	23/09/2022	4500479403	46	12	23/09/2022	23/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.135	-44,27	491250376	1	11	015	905	23/09/2022		-10.135	0	23/09/2022	23/09/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	281	0,00	500077276	2	11	015	101	23/09/2022	4500476001	281	35	23/09/2022	23/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	25,500	0,00	500077295	8	11	015	101	23/09/2022	4500476005	25,500	23	23/09/2022	23/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	5.279,500	0,00	500077293	1	11	015	101	23/09/2022	4500505989	5.279,500	1	23/09/2022	23/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.970	-43,54	491245744	1	11	015	905	22/09/2022		-9.970	0	22/09/2022	22/09/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	6.444	0,00	500077038	1	11	015	101	21/09/2022	4500490574	6.444	1	21/09/2022	21/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-7.450	-33,11	491233920	1	11	015	309	20/09/2022		-7.450	0	20/09/2022	20/09/2022	TR Retif.mat.p/mat.	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-7.980	-35,46	491229678	1	11	015	905	19/09/2022		-7.980	0	19/09/2022	19/09/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.169,500	0,00	500076240	1	11	015	101	19/09/2022	4500505989	4.169,500	1	19/09/2022	19/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	3.885	0,00	500073793	1	11	015	101	16/09/2022	4500496971	3.885	3	16/09/2022	16/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	163	0,00	500073791	3	11	015	101	16/09/2022	4500481472	163	3	16/09/2022	16/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	347,500	0,00	500073404	1	11	015	101	15/09/2022	4500508252	347,500	50	15/09/2022	15/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	438	0,00	500073360	2	11	015	101	15/09/2022	4500488711	438	5	15/09/2022	15/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	44	0,00	500073408	3	11	015	101	15/09/2022	4500509627	44	3	15/09/2022	15/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	2.181	0,00	500073163	1	11	015	101	14/09/2022	4500509251	2.181	1	14/09/2022	14/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	15,500	0,00	500072428	3	11	015	101	13/09/2022	4500509115	15,500	5	13/09/2022	13/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	2.542	0,00	500070761	1	11	015	101	12/09/2022	4500509024	2.542	1	12/09/2022	12/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	333,500	0,00	500071117	7	11	015	101	12/09/2022	4500508615	333,500	14	12/09/2022	12/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.470	-42,75	491201537	1	11	015	905	09/09/2022		-9.470	0	09/09/2022	09/09/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	533	0,00	500067823	5	11	015	101	06/09/2022	4500508616	533	5	06/09/2022	06/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	62,500	0,00	500067747	2	11	015	101	05/09/2022	4500479403	62,500	12	05/09/2022	05/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	387,500	0,00	500067661	1	11	015	101	05/09/2022	4500506939	387,500	2	05/09/2022	05/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-7.180	-32,44	491163786	1	11	015	309	02/09/2022		-7.180	0	02/09/2022	02/09/2022	TR Retif.mat.p/mat.	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	55	0,00	500067516	2	11	015	101	02/09/2022	4500476005	55	23	02/09/2022	02/09/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.487,500	0,00	500067376	1	11	015	101	31/08/2022	4500490574	4.487,500	1	31/08/2022	31/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	3.183	0,00	500067377	2	11	015	101	31/08/2022	4500496971	3.183	3	31/08/2022	31/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	531	0,00	500067389	4	11	015	101	31/08/2022	4500499321	531	8	31/08/2022	31/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	456,500	0,00	500067394	2	11	015	101	31/08/2022	4500505334	456,500	97	31/08/2022	31/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	3.180	0,00	500067373	1	11	015	101	31/08/2022	4500481681	3.180	3	31/08/2022	31/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	2.137,500	0,00	500067381	1	11	015	101	31/08/2022	4500508347	2.137,500	1	31/08/2022	31/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	2.619,500	0,00	500067260	1	11	015	101	30/08/2022	4500508186	2.619,500	1	30/08/2022	30/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-7.085	-32,15	491133300	1	11	015	905	29/08/2022		-7.085	0	29/08/2022	29/08/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	1.859,500	0,00	500067068	2	11	015	101	26/08/2022	4500479403	1.859,500	12	26/08/2022	26/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.017	0,00	500067070	2	11	015	101	26/08/2022	4500479403	4.017	12	26/08/2022	26/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	268	0,00	500067072	1	11	015	101	26/08/2022	4500479403	268	12	26/08/2022	26/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.530	-43,34	491113037	1	11	015	905	24/08/2022		-9.530	0	24/08/2022	24/08/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	210	0,00	500066900	2	11	015	101	24/08/2022	4500505334	210	88	24/08/2022	24/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.820	0,00	500066797	1	11	015	101	22/08/2022	4500507544	4.820	1	22/08/2022	22/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.210	-46,57	491092847	1	11	015	905	22/08/2022		-10.210	0	22/08/2022	22/08/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	516	0,00	500066429	3	11	015	101	19/08/2022	4500507431	516	3	19/08/2022	19/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	342	0,00	500066604	2	11	015	101	19/08/2022	4500496448	342	11	19/08/2022	19/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	1.684	0,00	500066597	1	11	015	101	19/08/2022	4500507506	1.684	1	19/08/2022	19/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	2.417,500	0,00	500065115	3	11	015	101	17/08/2022	4500496971	2.417,500	3	17/08/2022	17/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	610	0,00	500065968	1	11	015	101	17/08/2022	4500507336	610	1	17/08/2022	17/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	1.000	0,00	500065117	1	11	015	101	17/08/2022	4500507341	1.000	1	17/08/2022	17/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	296	0,00	500065974	2	11	015	101	17/08/2022	4500476001	296	33	17/08/2022	17/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-8.550	-39,62	491075799	1	11	015	905	17/08/2022		-8.550	0	17/08/2022	17/08/2022	SM para Alienação	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	1.543,500	0,00	500065116	1	11	015	101	17/08/2022	4500507337	1.543,500	1	17/08/2022	17/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	90	0,00	500064976	2	11	015	101	16/08/2022	4500505334	90	66	16/08/2022	16/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	145,500	0,00	500064978	1	11	015	101	16/08/2022	4500497207	145,500	1	16/08/2022	16/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.400,700	0,00	500064856	1	11	015	101	16/08/2022	4500506988	4.400,700	1	16/08/2022	16/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	161,900	0,00	500064419	1	11	015	101	12/08/2022	4500506997	161,900	1	12/08/2022	12/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	52	0,00	500064048	3	11	015	101	11/08/2022	4500476007	52	11	11/08/2022	11/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.023	0,00	500064035	1	11	015	101	11/08/2022	4500506939	4.023	1	11/08/2022	11/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	1.451	0,00	500058776	1	11	015	101	02/08/2022	4500506048	1.451	1	02/08/2022	02/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.207	0,00	500058775	1	11	015	101	02/08/2022	4500506181	4.207	1	02/08/2022	02/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	845,500	0,00	500058695	3	11	015	101	01/08/2022	4500496448	845,500	11	01/08/2022	01/08/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	3.898,500	0,00	500058568	1	11	015	101	29/07/2022	4500505929	3.898,500	1	29/07/2022	29/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	4.995,500	0,00	500058587	1	11	015	101	29/07/2022	4500505989	4.995,500	1	29/07/2022	29/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	571,500	0,00	500058580	1	11	015	101	29/07/2022	4500505334	571,500	28	29/07/2022	29/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	408	0,00	500058588	5	11	015	101	29/07/2022	4500505965	408	6	29/07/2022	29/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	3.754,200	0,00	500058573	1	11	015	101	29/07/2022	4500479403	3.754,200	12	29/07/2022	29/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	2.000	0,00	500058583	1	11	015	101	29/07/2022	4500505993	2.000	1	29/07/2022	29/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	3.996,500	0,00	500058283	1	11	015	101	25/07/2022	4500505386	3.996,500	1	25/07/2022	25/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	17	0,00	500058281	9	11	015	101	25/07/2022	4500476005	17	23	25/07/2022	25/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	278,500	0,00	500058282	1	11	015	101	25/07/2022	4500505334	278,500	17	25/07/2022	25/07/2022	EM estoque trânsito	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-168,900	-1,68	490854220	1	11	015	261	01/07/2022		-168,900	0	29/06/2022	29/06/2022	SM para Ordem-PM	0	
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	168,900	0,79	490853979	2	11	015	301	01/07/2022		168,900	0	29/06/2022	29/06/2022	TR transf.cent->cent	0	
