Material	Texto breve material	Quantidade	Montante em MI	Doc.material	Item doc.material	Centro	Depósito	Tipo de movimento	Data de lançamento	Pedido	Qtd.  UM registro	Item	Data de entrada	Data do documento	Txt.tipo movimento	Nº reserva	Diagrama de rede	Nome do usuário
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-11	-0,09	491549557	4	11	015	905	22/12/2022		-11	0	22/12/2022	22/12/2022	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-12	-0,09	491549557	5	11	015	905	22/12/2022		-12	0	22/12/2022	22/12/2022	SM para Alienação	0		2270199
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.300	-32,28	491550540	1	11	015	905	22/12/2022		-9.300	0	22/12/2022	22/12/2022	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-34	-0,34	491553567	1	11	015	905	23/12/2022		-34	0	23/12/2022	23/12/2022	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-17	-0,17	491553567	2	11	015	905	23/12/2022		-17	0	23/12/2022	23/12/2022	SM para Alienação	0		4005112
999113	SUCATA RELIGADOR  AUTOMATICO TRIF	-1.760	-11,67	491556438	2	11	015	905	26/12/2022		-1.760	0	26/12/2022	26/12/2022	SM para Alienação	0		2256196
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-1	-0,01	491556180	1	11	015	905	26/12/2022		-1	0	26/12/2022	26/12/2022	SM para Alienação	0		2256196
999638	SUCATA TRANSFORM POT 300A500kVA ENROL AL	-1	-0,01	491556127	2	11	015	905	26/12/2022		-1	0	26/12/2022	26/12/2022	SM para Alienação	0		2256196
999666	SUCATA TRANSF POTENCIA 3000 kVA EN COBRE	-1	-0,01	491556180	2	11	015	905	26/12/2022		-1	0	26/12/2022	26/12/2022	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-2.323	-4,71	491556438	1	11	015	905	26/12/2022		-2.323	0	26/12/2022	26/12/2022	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-7	-0,08	491559853	1	11	015	905	27/12/2022		-7	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-8	-0,08	491559853	2	11	015	905	27/12/2022		-8	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-2	-0,02	491559853	3	11	015	905	27/12/2022		-2	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-11	-0,10	491559853	4	11	015	905	27/12/2022		-11	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-7	-0,06	491559853	5	11	015	905	27/12/2022		-7	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-5.283	-11,29	491561468	2	11	015	905	27/12/2022		-5.283	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999738	SUCATA FIO/CABO COBRE 1 CAPA ISOLACAO	-906	-8,68	491561468	1	11	015	905	27/12/2022		-906	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-19	-0,19	491560219	1	11	015	905	27/12/2022		-19	0	27/12/2022	27/12/2022	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-15	-0,15	491560219	2	11	015	905	27/12/2022		-15	0	27/12/2022	27/12/2022	SM para Alienação	0		4005112
999992	SUCATA FRAGMENTOS DE MADEIRA	-3.140	-31,27	491560119	2	11	015	905	27/12/2022		-3.140	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999994	SUCATA DE POLIMEROS DIVERSOS	-2.120	-25,81	491560119	1	11	015	905	27/12/2022		-2.120	0	27/12/2022	27/12/2022	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-5	-0,05	491566653	1	11	015	905	28/12/2022		-5	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-3	-0,03	491566653	2	11	015	905	28/12/2022		-3	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-8	-0,08	491566653	3	11	015	905	28/12/2022		-8	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-3	-0,03	491566653	4	11	015	905	28/12/2022		-3	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-9	-0,09	491566653	5	11	015	905	28/12/2022		-9	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-7	-0,06	491566653	6	11	015	905	28/12/2022		-7	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-8.750	-29,96	491563831	1	11	015	905	28/12/2022		-8.750	0	28/12/2022	28/12/2022	SM para Alienação	0		2256196
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-20.600	-198,45	490010909	1	11	015	905	03/01/2023		-20.600	0	03/01/2023	03/01/2023	SM para Alienação	0		2256196
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-16.400	-157,99	490011271	1	11	015	905	03/01/2023		-16.400	0	03/01/2023	03/01/2023	SM para Alienação	0		2256196
999118	SUCATA DE POSTE DE FIBRA DE VIDRO	-5.480	-15,18	490021690	1	11	015	905	05/01/2023		-5.480	0	05/01/2023	05/01/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-9	-0,09	490021240	1	11	015	905	05/01/2023		-9	0	05/01/2023	05/01/2023	SM para Alienação	0		4005112
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-9.110	-87,73	490020711	1	11	015	905	05/01/2023		-9.110	0	05/01/2023	05/01/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-21	-0,21	490021240	2	11	015	905	05/01/2023		-21	0	05/01/2023	05/01/2023	SM para Alienação	0		4005112
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.350	-31,98	490021261	1	11	015	905	05/01/2023		-9.350	0	05/01/2023	05/01/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-7.470	-74,40	490021690	2	11	015	905	05/01/2023		-7.470	0	05/01/2023	05/01/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.360	-53,39	490021690	3	11	015	905	05/01/2023		-5.360	0	05/01/2023	05/01/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-6.990	-41,25	490023573	1	11	015	905	06/01/2023		-6.990	0	06/01/2023	06/01/2023	SM para Alienação	0		2256196
999946	SUCATA VIDRO	-7.740	-26,47	490024767	1	11	015	905	06/01/2023		-7.740	0	06/01/2023	06/01/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-3.010	-29,98	490024767	2	11	015	905	06/01/2023		-3.010	0	06/01/2023	06/01/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-3.045	-5,49	490029049	2	11	015	905	09/01/2023		-3.045	0	09/01/2023	09/01/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-3.790	-12,85	490029049	1	11	015	905	09/01/2023		-3.790	0	09/01/2023	09/01/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-6.880	-290,53	490033454	1	11	015	905	10/01/2023		-6.880	0	10/01/2023	10/01/2023	SM para Alienação	0		2256196
999819	SUCATA MISTA CABO AL ISOLADO, FE, OUTROS	-6.220	-62,18	490033454	2	11	015	905	10/01/2023		-6.220	0	10/01/2023	10/01/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-23	-0,23	490036071	1	11	015	905	10/01/2023		-23	0	10/01/2023	10/01/2023	SM para Alienação	0		4005753
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-9.360	-90,06	490037597	1	11	015	905	10/01/2023		-9.360	0	10/01/2023	10/01/2023	SM para Alienação	0		2256196
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-8.790	-84,58	490036176	2	11	015	905	10/01/2023		-8.790	0	10/01/2023	10/01/2023	SM para Alienação	0		2256196
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-8.790	-84,58	490036796	2	11	015	905	10/01/2023		-8.790	0	10/01/2023	10/01/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-25	-0,25	490036071	2	11	015	905	10/01/2023		-25	0	10/01/2023	10/01/2023	SM para Alienação	0		4005753
999932	POSTE FE TUBULAR BATIDO SUCATA	-4.750	-47,50	490036796	1	11	015	905	10/01/2023		-4.750	0	10/01/2023	10/01/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-3.080	-30,68	490039057	2	11	015	905	11/01/2023		-3.080	0	11/01/2023	11/01/2023	SM para Alienação	0		2256196
999994	SUCATA DE POLIMEROS DIVERSOS	-2.360	-28,08	490039057	1	11	015	905	11/01/2023		-2.360	0	11/01/2023	11/01/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-4.830	-30,94	490044140	2	11	015	905	12/01/2023		-4.830	0	12/01/2023	12/01/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-3.507	-9,46	490044140	1	11	015	905	12/01/2023		-3.507	0	12/01/2023	12/01/2023	SM para Alienação	0		2256196
999001	SUCATA DISJUNTOR MEDIO/GRANDE PORTE	-3.300	-33,00	490048106	1	11	015	905	13/01/2023		-3.300	0	13/01/2023	13/01/2023	SM para Alienação	0		2256196
999112	SUCATA CHAVE A GAS SF6 DE 1, 3 E 4 VIAS	-550	-1,04	490048106	3	11	015	905	13/01/2023		-550	0	13/01/2023	13/01/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-2.070	-13,26	490048106	2	11	015	905	13/01/2023		-2.070	0	13/01/2023	13/01/2023	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-7	-0,07	490053901	4	11	015	905	16/01/2023		-7	0	16/01/2023	16/01/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-7	-0,07	490053901	5	11	015	905	16/01/2023		-7	0	16/01/2023	16/01/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-10	-0,10	490053901	6	11	015	905	16/01/2023		-10	0	16/01/2023	16/01/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-2	-0,02	490053901	1	11	015	905	16/01/2023		-2	0	16/01/2023	16/01/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-3	-0,03	490053901	2	11	015	905	16/01/2023		-3	0	16/01/2023	16/01/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-3	-0,03	490053901	3	11	015	905	16/01/2023		-3	0	16/01/2023	16/01/2023	SM para Alienação	0		2270199
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-2.959	-5,37	490060592	1	11	015	905	17/01/2023		-2.959	0	17/01/2023	17/01/2023	SM para Alienação	0		2269907
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-6.976	-23,32	490060592	2	11	015	905	17/01/2023		-6.976	0	17/01/2023	17/01/2023	SM para Alienação	0		2269907
999893	PAPEL CARTAO E PAPELAO USADOS	-880	-8,80	490064750	1	11	015	905	18/01/2023		-880	0	18/01/2023	18/01/2023	SM para Alienação	0		2270199
999913	SUCATA ISOLADOR FE E METAIS	-1.620	-10,17	490065452	3	11	015	905	18/01/2023		-1.620	0	18/01/2023	18/01/2023	SM para Alienação	0		2270199
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-1.367	-3,82	490065452	1	11	015	905	18/01/2023		-1.367	0	18/01/2023	18/01/2023	SM para Alienação	0		2270199
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-2.380	-7,95	490065452	2	11	015	905	18/01/2023		-2.380	0	18/01/2023	18/01/2023	SM para Alienação	0		2270199
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-2.660	-8,89	490065431	2	11	015	905	18/01/2023		-2.660	0	18/01/2023	18/01/2023	SM para Alienação	0		2270199
999992	SUCATA FRAGMENTOS DE MADEIRA	-3.200	-31,88	490064750	2	11	015	905	18/01/2023		-3.200	0	18/01/2023	18/01/2023	SM para Alienação	0		2270199
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-5	-0,03	490076586	4	11	015	905	23/01/2023		-5	0	23/01/2023	23/01/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-6	-0,05	490076586	5	11	015	905	23/01/2023		-6	0	23/01/2023	23/01/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-9	-0,06	490076586	6	11	015	905	23/01/2023		-9	0	23/01/2023	23/01/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-3	-0,05	490076586	1	11	015	905	23/01/2023		-3	0	23/01/2023	23/01/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-5	-0,05	490076586	2	11	015	905	23/01/2023		-5	0	23/01/2023	23/01/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-6	-0,06	490076586	3	11	015	905	23/01/2023		-6	0	23/01/2023	23/01/2023	SM para Alienação	0		2270199
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.350	-53,30	490076280	1	11	015	905	23/01/2023		-5.350	0	23/01/2023	23/01/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.730	-35,73	490081526	1	11	015	905	24/01/2023		-10.730	0	24/01/2023	24/01/2023	SM para Alienação	0		2256196
999959	SUCATA DE MEDIDOR/MODULO ELETRONICO	-10.560	-104,67	490079820	1	11	015	905	24/01/2023		-10.560	0	24/01/2023	24/01/2023	SM para Alienação	0		2256196
999909	SUCATA CARRETEL MADEIRA	-6.990	-69,72	490085540	1	11	015	905	25/01/2023		-6.990	0	25/01/2023	25/01/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.880	-58,58	490083780	1	11	015	905	25/01/2023		-5.880	0	25/01/2023	25/01/2023	SM para Alienação	0		2256196
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-1.250	-2,38	490088195	1	11	015	905	26/01/2023		-1.250	0	26/01/2023	26/01/2023	SM para Alienação	0		2256196
999737	SUCATA FIO/CABO COBRE NU	-220	-2,28	490088195	3	11	015	905	26/01/2023		-220	0	26/01/2023	26/01/2023	SM para Alienação	0		2256196
999738	SUCATA FIO/CABO COBRE 1 CAPA ISOLACAO	-1.060	-12,15	490088195	2	11	015	905	26/01/2023		-1.060	0	26/01/2023	26/01/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-670	-4,32	490088195	5	11	015	905	26/01/2023		-670	0	26/01/2023	26/01/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-2.865	-9,43	490088195	4	11	015	905	26/01/2023		-2.865	0	26/01/2023	26/01/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-28	-0,28	490096001	2	11	015	905	27/01/2023		-28	0	27/01/2023	27/01/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-21	-0,21	490096001	1	11	015	905	27/01/2023		-21	0	27/01/2023	27/01/2023	SM para Alienação	0		4005112
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-1	-0,01	490103008	4	11	015	905	30/01/2023		-1	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-6	-0,06	490103008	5	11	015	905	30/01/2023		-6	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-12	-0,12	490103008	6	11	015	905	30/01/2023		-12	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-1	-0,01	490103008	1	11	015	905	30/01/2023		-1	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-9	-0,10	490103008	2	11	015	905	30/01/2023		-9	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-5	-0,05	490103008	3	11	015	905	30/01/2023		-5	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999887	SUCATA POSTE CONCRETO	-33	-0,33	490101540	1	11	015	905	30/01/2023		-33	0	30/01/2023	30/01/2023	SM para Alienação	0		2256196
999959	SUCATA DE MEDIDOR/MODULO ELETRONICO	-7.407	-73,46	490101794	2	11	015	905	30/01/2023		-7.407	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999970	SUCATA DE ELETRO-ELETRONICOS	-6.380	-108,33	490101794	1	11	015	905	30/01/2023		-6.380	0	30/01/2023	30/01/2023	SM para Alienação	0		2270199
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-17.790	-745,41	490106159	1	11	015	905	31/01/2023		-17.790	0	31/01/2023	31/01/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-11.400	-475,28	490111565	1	11	015	905	01/02/2023		-11.400	0	01/02/2023	01/02/2023	SM para Alienação	0		2256196
999909	SUCATA CARRETEL MADEIRA	-12.200	-121,69	490110502	1	11	015	905	01/02/2023		-12.200	0	01/02/2023	01/02/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-40	-0,40	490115272	1	11	015	905	02/02/2023		-40	0	02/02/2023	02/02/2023	SM para Alienação	0		4005753
999887	SUCATA POSTE CONCRETO	-2	-0,02	490115272	2	11	015	905	02/02/2023		-2	0	02/02/2023	02/02/2023	SM para Alienação	0		4005753
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-3.580	-11,80	490114763	1	11	015	905	02/02/2023		-3.580	0	02/02/2023	02/02/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-4.370	-13,64	490114763	2	11	015	905	02/02/2023		-4.370	0	02/02/2023	02/02/2023	SM para Alienação	0		2256196
999115	SUCATA DE FIBRA DE VIDRO	-472	-0,19	490118463	1	11	015	905	03/02/2023		-472	0	03/02/2023	03/02/2023	SM para Alienação	0		2256196
999115	SUCATA DE FIBRA DE VIDRO	-440	-0,17	490118189	2	11	015	905	03/02/2023		-440	0	03/02/2023	03/02/2023	SM para Alienação	0		2256196
999118	SUCATA DE POSTE DE FIBRA DE VIDRO	-2.180	-10,66	490118189	1	11	015	905	03/02/2023		-2.180	0	03/02/2023	03/02/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-20	-0,20	490119422	1	11	015	905	03/02/2023		-20	0	03/02/2023	03/02/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-29	-0,29	490123406	1	11	015	905	06/02/2023		-29	0	06/02/2023	06/02/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.680	-56,59	490124244	1	11	015	905	06/02/2023		-5.680	0	06/02/2023	06/02/2023	SM para Alienação	0		2256196
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-340	-0,72	490129171	2	11	015	905	07/02/2023		-340	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999738	SUCATA FIO/CABO COBRE 1 CAPA ISOLACAO	-1.990	-24,98	490129171	1	11	015	905	07/02/2023		-1.990	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-12.840	-533,78	490128389	1	11	015	905	07/02/2023		-12.840	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-27	-0,27	490129433	2	11	015	905	07/02/2023		-27	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-22	-0,22	490129433	1	11	015	905	07/02/2023		-22	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-1.971	-6,69	490129171	3	11	015	905	07/02/2023		-1.971	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-2.300	-7,09	490129171	4	11	015	905	07/02/2023		-2.300	0	07/02/2023	07/02/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.370	-53,51	490137214	1	11	015	905	09/02/2023		-5.370	0	09/02/2023	09/02/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.130	-51,12	490141903	1	11	015	905	10/02/2023		-5.130	0	10/02/2023	10/02/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.490	-31,80	490146695	1	11	015	905	13/02/2023		-10.490	0	13/02/2023	13/02/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.640	-56,20	490150711	1	11	015	905	14/02/2023		-5.640	0	14/02/2023	14/02/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-14.160	-592,41	490153260	1	11	015	905	15/02/2023		-14.160	0	15/02/2023	15/02/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-10.800	-451,71	490160091	1	11	015	905	16/02/2023		-10.800	0	16/02/2023	16/02/2023	SM para Alienação	0		2256196
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-427	-0,92	490171333	3	11	015	905	23/02/2023		-427	0	23/02/2023	23/02/2023	SM para Alienação	0		2256196
999738	SUCATA FIO/CABO COBRE 1 CAPA ISOLACAO	-1.280	-15,29	490171333	2	11	015	905	23/02/2023		-1.280	0	23/02/2023	23/02/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-1.450	-4,88	490171333	1	11	015	905	23/02/2023		-1.450	0	23/02/2023	23/02/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-3.860	-11,60	490171333	4	11	015	905	23/02/2023		-3.860	0	23/02/2023	23/02/2023	SM para Alienação	0		2256196
999946	SUCATA VIDRO	-11.020	-110,20	490176938	1	11	015	905	24/02/2023		-11.020	0	24/02/2023	24/02/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-2.740	-27,30	490176938	2	11	015	905	24/02/2023		-2.740	0	24/02/2023	24/02/2023	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-3	-0,03	490198460	1	11	015	905	01/03/2023		-3	0	01/03/2023	01/03/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-2	-0,02	490198460	2	11	015	905	01/03/2023		-2	0	01/03/2023	01/03/2023	SM para Alienação	0		2256196
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-17	-0,17	490198460	3	11	015	905	01/03/2023		-17	0	01/03/2023	01/03/2023	SM para Alienação	0		2256196
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-1	-0,01	490198460	4	11	015	905	01/03/2023		-1	0	01/03/2023	01/03/2023	SM para Alienação	0		2256196
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-4	-0,04	490198460	5	11	015	905	01/03/2023		-4	0	01/03/2023	01/03/2023	SM para Alienação	0		2256196
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-7	-0,07	490198460	6	11	015	905	01/03/2023		-7	0	01/03/2023	01/03/2023	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-1	-0,01	490204544	4	11	015	905	02/03/2023		-1	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-3	-0,03	490204544	5	11	015	905	02/03/2023		-3	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-6	-0,06	490204544	6	11	015	905	02/03/2023		-6	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-2	-0,02	490204544	1	11	015	905	02/03/2023		-2	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-12	-0,12	490204544	2	11	015	905	02/03/2023		-12	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-12	-0,12	490204544	3	11	015	905	02/03/2023		-12	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999909	SUCATA CARRETEL MADEIRA	-7.070	-70,53	490205427	1	11	015	905	02/03/2023		-7.070	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.830	-29,28	490204019	1	11	015	905	02/03/2023		-9.830	0	02/03/2023	02/03/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-8	-0,08	490207688	1	11	015	905	03/03/2023		-8	0	03/03/2023	03/03/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-19	-0,19	490207688	2	11	015	905	03/03/2023		-19	0	03/03/2023	03/03/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-1	-0,01	490207688	3	11	015	905	03/03/2023		-1	0	03/03/2023	03/03/2023	SM para Alienação	0		2270199
999909	SUCATA CARRETEL MADEIRA	-10.360	-103,36	490208365	1	11	015	905	03/03/2023		-10.360	0	03/03/2023	03/03/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-9	-0,09	490216431	4	11	015	905	07/03/2023		-9	0	07/03/2023	07/03/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-13	-0,13	490216431	5	11	015	905	07/03/2023		-13	0	07/03/2023	07/03/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-7	-0,07	490216431	1	11	015	905	07/03/2023		-7	0	07/03/2023	07/03/2023	SM para Alienação	0		2270199
