Material	Texto breve material	Quantidade	Montante em MI	Doc.material	Item doc.material	Centro	Depósito	Tipo de movimento	Data de lançamento	Pedido	Qtd.  UM registro	Item	Data de entrada	Data do documento	Txt.tipo movimento	Nº reserva	Diagrama de rede	Nome do usuário
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-2	-0,02	490216431	2	11	015	905	07/03/2023		-2	0	07/03/2023	07/03/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-5	-0,05	490216431	3	11	015	905	07/03/2023		-5	0	07/03/2023	07/03/2023	SM para Alienação	0		2270199
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.175	-30,12	490215643	1	11	015	905	07/03/2023		-10.175	0	07/03/2023	07/03/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.840	-32,09	490215642	1	11	015	905	07/03/2023		-10.840	0	07/03/2023	07/03/2023	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-2	-0,02	490221271	1	11	015	905	08/03/2023		-2	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-8	-0,08	490221271	2	11	015	905	08/03/2023		-8	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-13	-0,13	490221119	5	11	015	905	08/03/2023		-13	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-11	-0,11	490221271	3	11	015	905	08/03/2023		-11	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-1	-0,01	490221271	4	11	015	905	08/03/2023		-1	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-2	-0,02	490221119	2	11	015	905	08/03/2023		-2	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-3	-0,03	490221271	5	11	015	905	08/03/2023		-3	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-5	-0,05	490221117	6	11	015	905	08/03/2023		-5	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-5	-0,05	490221271	6	11	015	905	08/03/2023		-5	0	08/03/2023	08/03/2023	SM para Alienação	0		2270199
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-3.890	-10,12	490223645	1	11	015	905	09/03/2023		-3.890	0	09/03/2023	09/03/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-15.000	-613,24	490231182	1	11	015	905	10/03/2023		-15.000	0	10/03/2023	10/03/2023	SM para Alienação	0		2270199
999992	SUCATA FRAGMENTOS DE MADEIRA	-6.810	-67,86	490229031	1	11	015	905	10/03/2023		-6.810	0	10/03/2023	10/03/2023	SM para Alienação	0		2270199
999913	SUCATA ISOLADOR FE E METAIS	-7.010	-41,50	490235125	1	11	015	905	13/03/2023		-7.010	0	13/03/2023	13/03/2023	SM para Alienação	0		2270199
999913	SUCATA ISOLADOR FE E METAIS	-7.130	-42,21	490235231	1	11	015	905	13/03/2023		-7.130	0	13/03/2023	13/03/2023	SM para Alienação	0		2270199
999992	SUCATA FRAGMENTOS DE MADEIRA	-2.860	-28,50	490241235	1	11	015	905	14/03/2023		-2.860	0	14/03/2023	14/03/2023	SM para Alienação	0		2270199
999992	SUCATA FRAGMENTOS DE MADEIRA	-2.900	-28,90	490244059	1	11	015	905	14/03/2023		-2.900	0	14/03/2023	14/03/2023	SM para Alienação	0		2270199
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-3	-0,03	490249763	4	11	015	905	16/03/2023		-3	0	16/03/2023	16/03/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-3	-0,03	490249763	5	11	015	905	16/03/2023		-3	0	16/03/2023	16/03/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-9	-0,09	490249763	6	11	015	905	16/03/2023		-9	0	16/03/2023	16/03/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-9	-0,09	490249763	1	11	015	905	16/03/2023		-9	0	16/03/2023	16/03/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-6	-0,06	490249763	2	11	015	905	16/03/2023		-6	0	16/03/2023	16/03/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-8	-0,08	490249763	3	11	015	905	16/03/2023		-8	0	16/03/2023	16/03/2023	SM para Alienação	0		2270199
999946	SUCATA VIDRO	-7.810	-22,74	490253679	2	11	015	905	17/03/2023		-7.810	0	17/03/2023	17/03/2023	SM para Alienação	0		2270199
999994	SUCATA DE POLIMEROS DIVERSOS	-3.980	-45,35	490253679	1	11	015	905	17/03/2023		-3.980	0	17/03/2023	17/03/2023	SM para Alienação	0		2270199
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.205	-29,71	490256540	1	11	015	905	20/03/2023		-10.205	0	20/03/2023	20/03/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.610	-27,84	490258371	1	11	015	905	20/03/2023		-9.610	0	20/03/2023	20/03/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-2.210	-13,15	490263436	2	11	015	905	21/03/2023		-2.210	0	21/03/2023	21/03/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-1.330	-4,15	490263436	3	11	015	905	21/03/2023		-1.330	0	21/03/2023	21/03/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-2.750	-7,97	490263436	1	11	015	905	21/03/2023		-2.750	0	21/03/2023	21/03/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-3	-0,03	490268605	4	11	015	905	22/03/2023		-3	0	22/03/2023	22/03/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-3	-0,03	490268605	5	11	015	905	22/03/2023		-3	0	22/03/2023	22/03/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-4	-0,04	490268605	1	11	015	905	22/03/2023		-4	0	22/03/2023	22/03/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-21	-0,21	490268605	2	11	015	905	22/03/2023		-21	0	22/03/2023	22/03/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-6	-0,06	490268605	3	11	015	905	22/03/2023		-6	0	22/03/2023	22/03/2023	SM para Alienação	0		2270199
999881	SUCATA POSTE MAD AC 7 M	-21	-0,21	490273130	1	11	015	905	23/03/2023		-21	0	23/03/2023	23/03/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-28	-0,28	490273028	1	11	015	905	23/03/2023		-28	0	23/03/2023	23/03/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-20	-0,20	490278627	1	11	015	905	24/03/2023		-20	0	24/03/2023	24/03/2023	SM para Alienação	0		2270199
999887	SUCATA POSTE CONCRETO	-32	-0,32	490277637	1	11	015	905	24/03/2023		-32	0	24/03/2023	24/03/2023	SM para Alienação	0		2270199
999881	SUCATA POSTE MAD AC 7 M	-25	-0,25	490282575	1	11	015	905	27/03/2023		-25	0	27/03/2023	27/03/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-15	-0,15	490282575	2	11	015	905	27/03/2023		-15	0	27/03/2023	27/03/2023	SM para Alienação	0		4005112
999992	SUCATA FRAGMENTOS DE MADEIRA	-6.340	-63,19	490285962	1	11	015	905	28/03/2023		-6.340	0	28/03/2023	28/03/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.210	-51,92	490286523	1	11	015	905	28/03/2023		-5.210	0	28/03/2023	28/03/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-7	-0,07	490291307	1	11	015	905	29/03/2023		-7	0	29/03/2023	29/03/2023	SM para Alienação	0		4005112
999881	SUCATA POSTE MAD AC 7 M	-22	-0,22	490291204	1	11	015	905	29/03/2023		-22	0	29/03/2023	29/03/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-23	-0,23	490291204	2	11	015	905	29/03/2023		-23	0	29/03/2023	29/03/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-18	-0,18	490291307	2	11	015	905	29/03/2023		-18	0	29/03/2023	29/03/2023	SM para Alienação	0		4005112
999992	SUCATA FRAGMENTOS DE MADEIRA	-7.290	-72,66	490292197	1	11	015	905	29/03/2023		-7.290	0	29/03/2023	29/03/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-13.310	-500,07	490296676	1	11	015	905	30/03/2023		-13.310	0	30/03/2023	30/03/2023	SM para Alienação	0		2270199
999881	SUCATA POSTE MAD AC 7 M	-3	-0,03	490302909	2	11	015	905	01/04/2023		-3	0	31/03/2023	31/03/2023	SM para Alienação	0		4005112
999881	SUCATA POSTE MAD AC 7 M	-4	-0,04	490302915	2	11	015	905	01/04/2023		-4	0	31/03/2023	31/03/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-26	-0,26	490302909	1	11	015	905	01/04/2023		-26	0	31/03/2023	31/03/2023	SM para Alienação	0		4005112
999887	SUCATA POSTE CONCRETO	-25	-0,25	490302915	1	11	015	905	01/04/2023		-25	0	31/03/2023	31/03/2023	SM para Alienação	0		4005112
999834	SUCATA DE BATERIA PODENDO CONTER ÁGUA	-3.950	-9,11	490305280	1	11	015	905	03/04/2023		-3.950	0	03/04/2023	03/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-4	-0,04	490306789	1	11	015	905	03/04/2023		-4	0	03/04/2023	03/04/2023	SM para Alienação	0		4005112
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-6.350	-16,68	490310326	1	11	015	905	04/04/2023		-6.350	0	04/04/2023	04/04/2023	SM para Alienação	0		2256196
999909	SUCATA CARRETEL MADEIRA	-7.610	-75,93	490312548	1	11	015	905	04/04/2023		-7.610	0	04/04/2023	04/04/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-5.740	-57,21	490310496	1	11	015	905	04/04/2023		-5.740	0	04/04/2023	04/04/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-70	-0,70	490316071	1	11	015	905	05/04/2023		-70	0	05/04/2023	05/04/2023	SM para Alienação	0		2256196
999909	SUCATA CARRETEL MADEIRA	-18.210	-181,68	490317293	1	11	015	905	05/04/2023		-18.210	0	05/04/2023	05/04/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-3.420	-10,21	490315260	1	11	015	905	05/04/2023		-3.420	0	05/04/2023	05/04/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-5.085	-14,58	490315260	2	11	015	905	05/04/2023		-5.085	0	05/04/2023	05/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-3	-0,03	490319802	1	11	015	905	06/04/2023		-3	0	06/04/2023	06/04/2023	SM para Alienação	0		4005112
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.780	-30,87	490318382	1	11	015	905	06/04/2023		-10.780	0	06/04/2023	06/04/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-2	-0,02	490328616	4	11	015	905	11/04/2023		-2	0	11/04/2023	11/04/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-6	-0,06	490328616	5	11	015	905	11/04/2023		-6	0	11/04/2023	11/04/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-6	-0,06	490328616	1	11	015	905	11/04/2023		-6	0	11/04/2023	11/04/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-13	-0,13	490328616	2	11	015	905	11/04/2023		-13	0	11/04/2023	11/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-11	-0,11	490328616	3	11	015	905	11/04/2023		-11	0	11/04/2023	11/04/2023	SM para Alienação	0		2270199
999893	PAPEL CARTAO E PAPELAO USADOS	-1.920	-19,19	490328802	1	11	015	905	11/04/2023		-1.920	0	11/04/2023	11/04/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-1.920	-11,31	490325038	2	11	015	905	11/04/2023		-1.920	0	11/04/2023	11/04/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-8.687	-24,82	490325038	1	11	015	905	11/04/2023		-8.687	0	11/04/2023	11/04/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-3.120	-31,10	490328802	2	11	015	905	11/04/2023		-3.120	0	11/04/2023	11/04/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-30	-0,30	490330334	1	11	015	905	12/04/2023		-30	0	12/04/2023	12/04/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-8	-0,08	490335211	3	11	015	905	13/04/2023		-8	0	13/04/2023	13/04/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-17	-0,17	490335211	4	11	015	905	13/04/2023		-17	0	13/04/2023	13/04/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-1	-0,01	490335211	1	11	015	905	13/04/2023		-1	0	13/04/2023	13/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-4	-0,04	490335211	2	11	015	905	13/04/2023		-4	0	13/04/2023	13/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-4	-0,04	490334878	2	11	015	905	13/04/2023		-4	0	13/04/2023	13/04/2023	SM para Alienação	0		2270199
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-2.850	-8,28	490334551	1	11	015	905	13/04/2023		-2.850	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999815	SUCATA PECAS ALUMINIO	-2.270	-42,86	490333836	3	11	015	905	13/04/2023		-2.270	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999816	SUCATA CABO ALUMINIO NU C/ ALMA DE ACO	-2.100	-92,07	490333836	1	11	015	905	13/04/2023		-2.100	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999817	SUCATA CABO ALUMINIO NU SEM ALMA DE ACO	-1.630	-35,72	490333836	2	11	015	905	13/04/2023		-1.630	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-6.590	-245,29	490333991	1	11	015	905	13/04/2023		-6.590	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-27	-0,27	490334409	1	11	015	905	13/04/2023		-27	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-26	-0,26	490336021	1	11	015	905	13/04/2023		-26	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-2.800	-16,49	490334551	3	11	015	905	13/04/2023		-2.800	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999946	SUCATA VIDRO	-7.440	-21,18	490335575	1	11	015	905	13/04/2023		-7.440	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-4.625	-13,17	490334551	2	11	015	905	13/04/2023		-4.625	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-2.870	-28,61	490335575	2	11	015	905	13/04/2023		-2.870	0	13/04/2023	13/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-31	-0,31	490340419	1	11	015	905	14/04/2023		-31	0	14/04/2023	14/04/2023	SM para Alienação	0		2270199
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-1	-0,01	490342535	1	11	015	905	17/04/2023		-1	0	17/04/2023	17/04/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-6	-0,06	490342535	2	11	015	905	17/04/2023		-6	0	17/04/2023	17/04/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-16	-0,16	490342535	3	11	015	905	17/04/2023		-16	0	17/04/2023	17/04/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-2	-0,02	490342535	4	11	015	905	17/04/2023		-2	0	17/04/2023	17/04/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-5	-0,05	490342535	5	11	015	905	17/04/2023		-5	0	17/04/2023	17/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-2	-0,02	490342535	6	11	015	905	17/04/2023		-2	0	17/04/2023	17/04/2023	SM para Alienação	0		2270199
999881	SUCATA POSTE MAD AC 7 M	-14	-0,14	490342172	2	11	015	905	17/04/2023		-14	0	17/04/2023	17/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-30	-0,30	490342172	1	11	015	905	17/04/2023		-30	0	17/04/2023	17/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-5	-0,05	490347036	1	11	015	905	17/04/2023		-5	0	17/04/2023	17/04/2023	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-1	-0,01	490350726	1	11	015	905	18/04/2023		-1	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-1	-0,01	490350724	1	11	015	905	18/04/2023		-1	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-2	-0,02	490350726	2	11	015	905	18/04/2023		-2	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-1	-0,01	490350726	3	11	015	905	18/04/2023		-1	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-2	-0,02	490350726	4	11	015	905	18/04/2023		-2	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-19	-0,19	490350726	5	11	015	905	18/04/2023		-19	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-13	-0,13	490350726	6	11	015	905	18/04/2023		-13	0	18/04/2023	18/04/2023	SM para Alienação	0		2270199
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-14.910	-129,31	490350745	1	11	015	905	18/04/2023		-14.910	0	18/04/2023	18/04/2023	SM para Alienação	0		2256196
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-14.470	-125,50	490350746	1	11	015	905	18/04/2023		-14.470	0	18/04/2023	18/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-34	-0,34	490349331	1	11	015	905	18/04/2023		-34	0	18/04/2023	18/04/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-6.420	-63,99	490349236	1	11	015	905	18/04/2023		-6.420	0	18/04/2023	18/04/2023	SM para Alienação	0		2256196
999735	SUCATA FIO/CABO COBRE 2 CAPAS DE ISOLADO	-2.910	-8,55	490353480	1	11	015	905	19/04/2023		-2.910	0	19/04/2023	19/04/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-16.740	-619,93	490352842	1	11	015	905	19/04/2023		-16.740	0	19/04/2023	19/04/2023	SM para Alienação	0		2256196
999881	SUCATA POSTE MAD AC 7 M	-55	-0,55	490352209	1	11	015	905	19/04/2023		-55	0	19/04/2023	19/04/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-2.690	-26,81	490354291	1	11	015	905	19/04/2023		-2.690	0	19/04/2023	19/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-28	-0,28	490356522	1	11	015	905	20/04/2023		-28	0	20/04/2023	20/04/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-10.340,500	-29,29	490360109	1	11	015	905	24/04/2023		-10.340,500	0	24/04/2023	24/04/2023	SM para Alienação	0		2256196
999997	SUCATA DE CRUZETA DE MADEIRA	-1.000	-9,89	490360169	1	11	015	905	24/04/2023		-1.000	0	24/04/2023	24/04/2023	SM para Alienação	0		2256196
999635	SUCATA TRANSFORM POT ATÉ 30kVA ENROL AL	-1	-0,01	490365860	1	11	015	905	25/04/2023		-1	0	25/04/2023	25/04/2023	SM para Alienação	0		2270199
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-5	-0,05	490365860	2	11	015	905	25/04/2023		-5	0	25/04/2023	25/04/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-3	-0,03	490365860	3	11	015	905	25/04/2023		-3	0	25/04/2023	25/04/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-5	-0,05	490365860	4	11	015	905	25/04/2023		-5	0	25/04/2023	25/04/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-7	-0,07	490365860	5	11	015	905	25/04/2023		-7	0	25/04/2023	25/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-19	-0,19	490365860	6	11	015	905	25/04/2023		-19	0	25/04/2023	25/04/2023	SM para Alienação	0		2270199
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-15.740	-136,17	490367406	1	11	015	905	25/04/2023		-15.740	0	25/04/2023	25/04/2023	SM para Alienação	0		2256196
999883	SUCATA Fe BATIDO MISTO E CHAPARIA SOLTA	-9.880	-85,47	490367912	1	11	015	905	25/04/2023		-9.880	0	25/04/2023	25/04/2023	SM para Alienação	0		2256196
999636	SUCATA TRANSFORM POT 45 A 75kVA ENROL AL	-7	-0,07	490372060	4	11	015	905	26/04/2023		-7	0	26/04/2023	26/04/2023	SM para Alienação	0		2270199
999637	SUCATA TRANSFORM POT 100A150kVA ENROL AL	-14	-0,14	490372060	5	11	015	905	26/04/2023		-14	0	26/04/2023	26/04/2023	SM para Alienação	0		2270199
999660	SUCATA TRANSFORM POT ATÉ 30kVA ENR COBRE	-2	-0,02	490372060	1	11	015	905	26/04/2023		-2	0	26/04/2023	26/04/2023	SM para Alienação	0		2270199
999661	SUCATA TRANSFORM POT 45 A 75kVA EN COBRE	-1	-0,01	490372060	2	11	015	905	26/04/2023		-1	0	26/04/2023	26/04/2023	SM para Alienação	0		2270199
999662	SUCATA TRANSFORM POT 100A150kVA EN COBRE	-10	-0,10	490372060	3	11	015	905	26/04/2023		-10	0	26/04/2023	26/04/2023	SM para Alienação	0		2270199
999816	SUCATA CABO ALUMINIO NU C/ ALMA DE ACO	-3.120	-136,79	490369898	2	11	015	905	26/04/2023		-3.120	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999817	SUCATA CABO ALUMINIO NU SEM ALMA DE ACO	-3.120	-68,19	490369898	3	11	015	905	26/04/2023		-3.120	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999818	SUCATA CABO ALUMINIO ISOLADO C/ ALMA ACO	-7.410	-270,78	490369898	1	11	015	905	26/04/2023		-7.410	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999887	SUCATA POSTE CONCRETO	-11	-0,11	490371817	1	11	015	905	26/04/2023		-11	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-2.709	-7,37	490371930	1	11	015	905	26/04/2023		-2.709	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-4.668	-13,18	490371930	2	11	015	905	26/04/2023		-4.668	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999992	SUCATA FRAGMENTOS DE MADEIRA	-4.470	-44,56	490371509	1	11	015	905	26/04/2023		-4.470	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999997	SUCATA DE CRUZETA DE MADEIRA	-120	-1,19	490371817	2	11	015	905	26/04/2023		-120	0	26/04/2023	26/04/2023	SM para Alienação	0		2256196
999113	SUCATA RELIGADOR  AUTOMATICO TRIF	-530	-2,49	490376479	3	11	015	905	27/04/2023		-530	0	27/04/2023	27/04/2023	SM para Alienação	0		2256196
999913	SUCATA ISOLADOR FE E METAIS	-3.416	-19,17	490376479	2	11	015	905	27/04/2023		-3.416	0	27/04/2023	27/04/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-4.297	-12,13	490376479	1	11	015	905	27/04/2023		-4.297	0	27/04/2023	27/04/2023	SM para Alienação	0		2256196
999001	SUCATA DISJUNTOR MEDIO/GRANDE PORTE	-689	-6,89	490385199	4	11	015	905	02/05/2023		-689	0	02/05/2023	02/05/2023	SM para Alienação	0		2256196
999007	SUCATA MOTOR	-199	-1,99	490385199	5	11	015	905	02/05/2023		-199	0	02/05/2023	02/05/2023	SM para Alienação	0		2256196
999738	SUCATA FIO/CABO COBRE 1 CAPA ISOLACAO	-994	-11,49	490385199	2	11	015	905	02/05/2023		-994	0	02/05/2023	02/05/2023	SM para Alienação	0		2256196
999916	SUCATA CHAVES SECCIO/FACA/FUSÍVEL	-978	-2,66	490385199	3	11	015	905	02/05/2023		-978	0	02/05/2023	02/05/2023	SM para Alienação	0		2256196
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-2.870	-8,09	490385199	1	11	015	905	02/05/2023		-2.870	0	02/05/2023	02/05/2023	SM para Alienação	0		2256196
999666	SUCATA TRANSF POTENCIA 3000 kVA EN COBRE	-3	-0,03	490393754	1	11	015	905	03/05/2023		-3	0	03/05/2023	03/05/2023	SM para Alienação	0		2270199
999666	SUCATA TRANSF POTENCIA 3000 kVA EN COBRE	-3	-0,03	490392589	1	11	015	905	03/05/2023		-3	0	03/05/2023	03/05/2023	SM para Alienação	0		2270199
999992	SUCATA FRAGMENTOS DE MADEIRA	-3.040	-30,31	490393928	1	11	015	905	03/05/2023		-3.040	0	03/05/2023	03/05/2023	SM para Alienação	0		2270199
