Material	Texto breve material	Quantidade	Montante em MI	Centro	Depósito	Tipo de movimento	Data de lançamento	Pedido	Qtd.  UM registro	Item	Data de entrada	Data do documento
999958	SUCATA MEDIDOR ENERGIA ELÉTRICA FERRO	-9.970	-43,54	11	015	905	22/09/2022		-9.970	0	22/09/2022	22/09/2022
