id;id_produto;n_serie;nm_fornecedor
372717;999959;10728501;ELLCA N. IGUAÇU 19/01
372718;999959;10312759;ELLCA N. IGUAÇU 19/01
372719;999959;8676471;ELLCA N. IGUAÇU 19/01
372720;999959;9386636;ELLCA N. IGUAÇU 19/01
372721;999959;10497221;ELLCA N. IGUAÇU 19/01
372722;999959;8004125;ELLCA N. IGUAÇU 19/01
372723;999959;9671074;3c service 19/01 nota 759 763
372724;999959;9716370;ELLCA N. IGUAÇU 19/01
372725;999959;8362637;ELLCA N. IGUAÇU 19/01
372726;999959;8510177;ELLCA N. IGUAÇU 19/01
372727;999959;7123511-6;3c service 19/01 nota 759 763
372728;999959;8615586;ELLCA N. IGUAÇU 19/01
372729;999959;8196619-9;3c service 19/01 nota 759 763
372730;999959;8185200;ELLCA N. IGUAÇU 19/01
372731;999959;7236119;3c service 19/01 nota 759 763
372732;999959;9714910;ELLCA N. IGUAÇU 19/01
372733;999959;8585038;ELLCA N. IGUAÇU 19/01
372734;999959;7684347;ELLCA N. IGUAÇU 19/01
372735;999959;7117430-3;3c service 19/01 nota 759 763
372736;999959;8391710;ELLCA N. IGUAÇU 19/01
372737;999959;7860614;ELLCA N. IGUAÇU 19/01
372738;999959;7990812;3c service 19/01 nota 759 763
372739;999959;8061186;ELLCA N. IGUAÇU 19/01
